Model,Algorithm,Species,Species_MeanAbsSHAP,Species_MaxStability,Species_BestRank,PA_SHAP,rCLR_SHAP,Dominant_Signal,SpeciesRank
OnlyMale,RandomForest,Coprococcus eutactus,0.0015443564168656373,0.0,100,0.00021083247469477168,0.0013335239421708655,rCLR,97
OnlyMale,RandomForest,Bacteroides eggerthii,0.0015188021213076524,0.0,103,0.00027357055975150534,0.001245231561556147,rCLR,98
OnlyMale,RandomForest,Alistipes inops,0.0014778998389786654,0.0,104,0.00024838727039123233,0.001229512568587433,rCLR,99
OnlyMale,RandomForest,Megamonas funiformis,0.0014439205463940917,0.0,116,0.0005185551366457585,0.0009253654097483332,rCLR,100
OnlyMale,RandomForest,Parasutterella excrementihominis,0.0014055318616272813,0.0,109,0.0002858338433650266,0.0011196980182622547,rCLR,101
OnlyMale,RandomForest,Dialister invisus,0.0013899512572616087,0.0,105,0.0001842014347020422,0.0012057498225595666,rCLR,102
OnlyMale,RandomForest,Bacteroides finegoldii,0.0013629761628060149,0.0,106,0.00018912265174333544,0.0011738535110626795,rCLR,103
OnlyMale,RandomForest,Eubacterium ramulus,0.0013534324555471702,0.0,111,0.000253980624653595,0.0010994518308935753,rCLR,104
OnlyMale,RandomForest,Intestinibacter bartlettii,0.0013458348996449616,0.0,107,0.00020133064936772805,0.0011445042502772336,rCLR,105
OnlyMale,RandomForest,Bacteroides intestinalis,0.001324271789774966,0.0,112,0.00027058135982133683,0.0010536904299536293,rCLR,106
OnlyMale,RandomForest,Phocaeicola massiliensis,0.0011485882180384478,0.0,118,0.00025701487852950594,0.0008915733395089418,rCLR,107
