comparison,feature_type,feature,species,positive_group,negative_group,effect_name,effect,p_value,q_value,significant_fdr_0_05
Adenoma_vs_Control,rCLR,rCLR_Ruminococcus bicirculans,Ruminococcus bicirculans,Adenoma,Control,mean_rCLR_difference,-0.1900996354923899,0.011278881338113292,0.10971275483437475,False
Adenoma_vs_Control,rCLR,rCLR_Parabacteroides distasonis,Parabacteroides distasonis,Adenoma,Control,mean_rCLR_difference,-0.29996433232873854,0.01024420093983816,0.10971275483437475,False
Adenoma_vs_Control,rCLR,rCLR_Intestinibacter bartlettii,Intestinibacter bartlettii,Adenoma,Control,mean_rCLR_difference,0.3173310222383821,0.01093868036780022,0.10971275483437475,False
CRC_vs_Adenoma,PA,PA_Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,CRC,Adenoma,prevalence_difference,0.07671189897246844,0.02772373029820377,0.11409381315030012,False
CRC_vs_Control,PA,PA_Bifidobacterium bifidum,Bifidobacterium bifidum,CRC,Control,prevalence_difference,-0.04723888100838525,0.040107534028637634,0.11920850391845075,False
Adenoma_vs_Control,PA,PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,Adenoma,Control,prevalence_difference,0.09353922868507525,0.016762663417442095,0.11957366571108696,False
CRC_vs_Control,PA,PA_Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,CRC,Control,prevalence_difference,-0.045638590128023265,0.04345494727320946,0.12566700968198413,False
CRC_vs_Adenoma,rCLR,rCLR_Phocaeicola plebeius,Phocaeicola plebeius,CRC,Adenoma,mean_rCLR_difference,0.29294869427355524,0.029413840888830697,0.1299377823578968,False
CRC_vs_Adenoma,rCLR,rCLR_Roseburia faecis,Roseburia faecis,CRC,Adenoma,mean_rCLR_difference,-0.28580559138030087,0.03035929494343383,0.1299377823578968,False
CRC_vs_Adenoma,PA,PA_Alistipes finegoldii,Alistipes finegoldii,CRC,Adenoma,prevalence_difference,0.08055533767354306,0.034573779321860766,0.13701460694218898,False
CRC_vs_Adenoma,rCLR,rCLR_Parvimonas micra,Parvimonas micra,CRC,Adenoma,mean_rCLR_difference,-0.25045225742677796,0.03350338141449509,0.13787930043657595,False
Adenoma_vs_Control,PA,PA_Bifidobacterium longum,Bifidobacterium longum,Adenoma,Control,prevalence_difference,-0.07871678099959645,0.020806910586878072,0.13914621454974713,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides ovatus,Bacteroides ovatus,CRC,Adenoma,mean_rCLR_difference,0.3354886492382577,0.036641769799985485,0.14520997661475732,False
CRC_vs_Adenoma,rCLR,rCLR_Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,CRC,Adenoma,mean_rCLR_difference,-0.24440510355797684,0.03910735025195087,0.1494459456056694,False
CRC_vs_Adenoma,PA,PA_Escherichia coli,Escherichia coli,CRC,Adenoma,prevalence_difference,0.07349596046748763,0.040106074003486744,0.15326249708475292,False
CRC_vs_Control,PA,PA_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,CRC,Control,prevalence_difference,0.053283177419065186,0.05536869320315062,0.155906583493082,False
CRC_vs_Adenoma,PA,PA_Parasutterella excrementihominis,Parasutterella excrementihominis,CRC,Adenoma,prevalence_difference,0.08118283786963681,0.04236740659816696,0.15632112089668498,False
CRC_vs_Adenoma,rCLR,rCLR_Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,CRC,Adenoma,mean_rCLR_difference,-0.24612681123346766,0.04524281022464935,0.1613660231345827,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides fragilis,Bacteroides fragilis,CRC,Adenoma,mean_rCLR_difference,0.2890703247403874,0.04511864160756139,0.1613660231345827,False
CRC_vs_Control,PA,PA_Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,CRC,Control,prevalence_difference,0.03925313773723815,0.05933557014968807,0.16279246169273395,False
Adenoma_vs_Control,rCLR,rCLR_Gordonibacter pamelaeae,Gordonibacter pamelaeae,Adenoma,Control,mean_rCLR_difference,0.30597951864609607,0.018807071417968408,0.1676963868102183,False
CRC_vs_Control,PA,PA_Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,CRC,Control,prevalence_difference,0.051761442192017004,0.06274011746286115,0.16782981421315357,False
CRC_vs_Adenoma,PA,PA_Firmicutes bacterium CAG:110,Firmicutes bacterium CAG:110,CRC,Adenoma,prevalence_difference,-0.07271158522237037,0.04794360159878276,0.1709988457023252,False
CRC_vs_Adenoma,PA,PA_Acidaminococcus intestini,Acidaminococcus intestini,CRC,Adenoma,prevalence_difference,0.05976939367793552,0.050327620642936055,0.17371146479981156,False
CRC_vs_Adenoma,rCLR,rCLR_Enterocloster bolteae,Enterocloster bolteae,CRC,Adenoma,mean_rCLR_difference,-0.221411335839377,0.05093274625793724,0.1758001241806221,False
CRC_vs_Control,PA,PA_Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,CRC,Control,prevalence_difference,0.02944714775645052,0.07405659627694883,0.19326965369837865,False
CRC_vs_Control,PA,PA_Firmicutes bacterium CAG:145,Firmicutes bacterium CAG:145,CRC,Control,prevalence_difference,0.04710421417413324,0.07820202701687912,0.19417538880821955,False
CRC_vs_Control,PA,PA_Parasutterella excrementihominis,Parasutterella excrementihominis,CRC,Control,prevalence_difference,-0.04801097085809708,0.07767436281736236,0.19417538880821955,False
CRC_vs_Control,PA,PA_Desulfovibrio piger,Desulfovibrio piger,CRC,Control,prevalence_difference,0.03847880344028873,0.0798478234351557,0.19417538880821955,False
Adenoma_vs_Control,rCLR,rCLR_[Ruminococcus] torques,[Ruminococcus] torques,Adenoma,Control,mean_rCLR_difference,0.3102251484355253,0.025715990817246685,0.19654364410324254,False
Adenoma_vs_Control,rCLR,rCLR_Prevotella copri,Prevotella copri,Adenoma,Control,mean_rCLR_difference,0.4561099622459176,0.02424183872540184,0.19654364410324254,False
Adenoma_vs_Control,rCLR,rCLR_Oscillibacter sp. CAG:241,Oscillibacter sp. CAG:241,Adenoma,Control,mean_rCLR_difference,0.2663027053249731,0.02841010504264911,0.20265874930423033,False
CRC_vs_Control,rCLR,rCLR_Coprococcus eutactus,Coprococcus eutactus,CRC,Control,mean_rCLR_difference,-0.08498829565369978,0.06326940969610952,0.20514626780253692,False
CRC_vs_Control,rCLR,rCLR_Escherichia coli,Escherichia coli,CRC,Control,mean_rCLR_difference,0.2414941215549466,0.06212643268461953,0.20514626780253692,False
CRC_vs_Control,rCLR,rCLR_Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,CRC,Control,mean_rCLR_difference,-0.14874680288031447,0.06324358533125048,0.20514626780253692,False
CRC_vs_Control,rCLR,rCLR_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,CRC,Control,mean_rCLR_difference,0.07874686260444658,0.07028058794756466,0.2112877502496392,False
CRC_vs_Control,rCLR,rCLR_[Eubacterium] rectale,[Eubacterium] rectale,CRC,Control,mean_rCLR_difference,-0.16671101357833862,0.06897468755517057,0.2112877502496392,False
CRC_vs_Control,rCLR,rCLR_Veillonella parvula,Veillonella parvula,CRC,Control,mean_rCLR_difference,0.1984789105344581,0.07139292472818903,0.2112877502496392,False
CRC_vs_Control,rCLR,rCLR_Ruminococcus bicirculans,Ruminococcus bicirculans,CRC,Control,mean_rCLR_difference,-0.09437680809627041,0.07306211924520234,0.2112877502496392,False
CRC_vs_Control,rCLR,rCLR_Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,CRC,Control,mean_rCLR_difference,-0.14554935490659163,0.08225288463811813,0.23160680674417472,False
CRC_vs_Adenoma,rCLR,rCLR_Barnesiella intestinihominis,Barnesiella intestinihominis,CRC,Adenoma,mean_rCLR_difference,0.26512360791294476,0.07339590870063775,0.23798067366570425,False
CRC_vs_Adenoma,rCLR,rCLR_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,CRC,Adenoma,mean_rCLR_difference,-0.14220572025181205,0.0733170385988697,0.23798067366570425,False
Adenoma_vs_Control,rCLR,rCLR_Blautia sp. CAG:257,Blautia sp. CAG:257,Adenoma,Control,mean_rCLR_difference,0.2531056612496948,0.03563089315062775,0.2382815979448231,False
CRC_vs_Adenoma,PA,PA_Eggerthella lenta,Eggerthella lenta,CRC,Adenoma,prevalence_difference,0.06675033335947911,0.07192708893842556,0.2405062036378605,False
CRC_vs_Control,rCLR,rCLR_Coprococcus catus,Coprococcus catus,CRC,Control,mean_rCLR_difference,0.06551575645098512,0.09687916329931795,0.2410714063494656,False
CRC_vs_Control,rCLR,rCLR_Streptococcus thermophilus,Streptococcus thermophilus,CRC,Control,mean_rCLR_difference,-0.19250922801598008,0.09619046723489319,0.2410714063494656,False
CRC_vs_Control,rCLR,rCLR_Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,CRC,Control,mean_rCLR_difference,0.13216978165338883,0.09160952800010112,0.2410714063494656,False
CRC_vs_Control,rCLR,rCLR_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,CRC,Control,mean_rCLR_difference,0.18237273672237483,0.09044109524562456,0.2410714063494656,False
CRC_vs_Control,rCLR,rCLR_Desulfovibrio piger,Desulfovibrio piger,CRC,Control,mean_rCLR_difference,0.06622138712162015,0.09607497095182216,0.2410714063494656,False
Adenoma_vs_Control,rCLR,rCLR_Collinsella aerofaciens,Collinsella aerofaciens,Adenoma,Control,mean_rCLR_difference,0.2754925382184885,0.06265710117474868,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Phocaeicola plebeius,Phocaeicola plebeius,Adenoma,Control,mean_rCLR_difference,-0.2815115629546137,0.05992602251155858,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Anaerobutyricum hallii,Anaerobutyricum hallii,Adenoma,Control,mean_rCLR_difference,0.2785103930426943,0.04787075906500196,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Streptococcus thermophilus,Streptococcus thermophilus,Adenoma,Control,mean_rCLR_difference,0.16708921249993608,0.06951873281508722,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Bifidobacterium adolescentis,Bifidobacterium adolescentis,Adenoma,Control,mean_rCLR_difference,-0.19744579268279216,0.0530518807581609,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Oscillibacter sp. 57_20,Oscillibacter sp. 57_20,Adenoma,Control,mean_rCLR_difference,-0.15897428339106331,0.05357027882608975,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides eggerthii,Bacteroides eggerthii,Adenoma,Control,mean_rCLR_difference,-0.16286270390025456,0.06543514120231918,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,Adenoma,Control,mean_rCLR_difference,0.22736549045917298,0.0646640952166047,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Methanobrevibacter smithii,Methanobrevibacter smithii,Adenoma,Control,mean_rCLR_difference,0.179875535562864,0.06017444872410466,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Butyricimonas virosa,Butyricimonas virosa,Adenoma,Control,mean_rCLR_difference,0.16213220482426827,0.0457468736717643,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Akkermansia muciniphila,Akkermansia muciniphila,Adenoma,Control,mean_rCLR_difference,0.31306233215792384,0.07036478466920923,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Desulfovibrio piger,Desulfovibrio piger,Adenoma,Control,mean_rCLR_difference,-0.038233858875325204,0.06339604981607988,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Megamonas funiformis,Megamonas funiformis,Adenoma,Control,mean_rCLR_difference,-0.11608957064795966,0.06046349204798022,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Klebsiella pneumoniae,Klebsiella pneumoniae,Adenoma,Control,mean_rCLR_difference,0.18527945299079285,0.05415148154816087,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Klebsiella variicola,Klebsiella variicola,Adenoma,Control,mean_rCLR_difference,0.10737800230569258,0.07248041605570348,0.2423563911862585,False
Adenoma_vs_Control,rCLR,rCLR_Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,Adenoma,Control,mean_rCLR_difference,0.12096238649887962,0.06964842768318225,0.2423563911862585,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides eggerthii,Bacteroides eggerthii,CRC,Adenoma,mean_rCLR_difference,0.12816083264077566,0.07723323219467051,0.2430575248479337,False
CRC_vs_Adenoma,rCLR,rCLR_Streptococcus salivarius,Streptococcus salivarius,CRC,Adenoma,mean_rCLR_difference,-0.26088158983557175,0.07954790436091011,0.2431893076176395,False
CRC_vs_Adenoma,PA,PA_Bifidobacterium longum,Bifidobacterium longum,CRC,Adenoma,prevalence_difference,0.05992626872695894,0.07526018920282884,0.24402546196068747,False
CRC_vs_Adenoma,PA,PA_Alistipes shahii,Alistipes shahii,CRC,Adenoma,prevalence_difference,0.06714252098203788,0.07850475827026882,0.24705909220349306,False
Adenoma_vs_Control,rCLR,rCLR_Gemmiger formicilis,Gemmiger formicilis,Adenoma,Control,mean_rCLR_difference,0.18472911508444773,0.0763937264873322,0.2477008707316529,False
CRC_vs_Adenoma,rCLR,rCLR_Klebsiella pneumoniae,Klebsiella pneumoniae,CRC,Adenoma,mean_rCLR_difference,-0.15167576204629749,0.08447027189265402,0.25106441923649947,False
CRC_vs_Control,PA,PA_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,CRC,Control,prevalence_difference,-0.04373080997611911,0.10572957902495814,0.2510866892596996,False
CRC_vs_Control,PA,PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,CRC,Control,prevalence_difference,0.04263327527696481,0.11119640678153309,0.2510866892596996,False
CRC_vs_Control,PA,PA_Bacteroides finegoldii,Bacteroides finegoldii,CRC,Control,prevalence_difference,0.03905787082757256,0.11178121532736363,0.2510866892596996,False
CRC_vs_Control,PA,PA_Klebsiella pneumoniae,Klebsiella pneumoniae,CRC,Control,prevalence_difference,0.037866069344441866,0.11263701948098676,0.2510866892596996,False
CRC_vs_Adenoma,rCLR,rCLR_Eubacterium ventriosum,Eubacterium ventriosum,CRC,Adenoma,mean_rCLR_difference,-0.12401666290739816,0.09108831695250981,0.25750679227037665,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides finegoldii,Bacteroides finegoldii,CRC,Adenoma,mean_rCLR_difference,0.1413391493145565,0.09145101033901226,0.25750679227037665,False
CRC_vs_Control,rCLR,rCLR_Phascolarctobacterium faecium,Phascolarctobacterium faecium,CRC,Control,mean_rCLR_difference,0.061084585212384954,0.10723362004617355,0.2607726669304675,False
Adenoma_vs_Control,PA,PA_Methanobrevibacter smithii,Methanobrevibacter smithii,Adenoma,Control,prevalence_difference,0.07251974404796221,0.04255931998480103,0.26787336696315944,False
CRC_vs_Control,PA,PA_Bacteroides eggerthii,Bacteroides eggerthii,CRC,Control,prevalence_difference,0.04021825004937779,0.12313984628446564,0.2680446790854933,False
CRC_vs_Control,PA,PA_Akkermansia muciniphila,Akkermansia muciniphila,CRC,Control,prevalence_difference,0.042489630653762656,0.1252545229371464,0.2680446790854933,False
Adenoma_vs_Control,rCLR,rCLR_Blautia wexlerae,Blautia wexlerae,Adenoma,Control,mean_rCLR_difference,0.25017271718117023,0.08536852374052202,0.2686597658892899,False
Adenoma_vs_Control,rCLR,rCLR_Coprococcus eutactus,Coprococcus eutactus,Adenoma,Control,mean_rCLR_difference,-0.15443719858352956,0.08921485456313612,0.27274255537873043,False
Adenoma_vs_Control,PA,PA_Eubacterium ventriosum,Eubacterium ventriosum,Adenoma,Control,prevalence_difference,-0.08097221421571454,0.045968723773773326,0.2732585246552081,False
Adenoma_vs_Control,PA,PA_Blautia wexlerae,Blautia wexlerae,Adenoma,Control,prevalence_difference,-0.04839453507811142,0.049397139039110693,0.27818388827288654,False
CRC_vs_Adenoma,rCLR,rCLR_Alistipes putredinis,Alistipes putredinis,CRC,Adenoma,mean_rCLR_difference,0.20687093847831772,0.1085585435882416,0.2978401067677398,False
Adenoma_vs_Control,rCLR,rCLR_Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Adenoma,Control,mean_rCLR_difference,-0.22180017680963493,0.10412382994187841,0.3067117578131005,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,Adenoma,Control,mean_rCLR_difference,-0.1583023033416096,0.10605920597275437,0.3067117578131005,False
Adenoma_vs_Control,PA,PA_Anaerobutyricum hallii,Anaerobutyricum hallii,Adenoma,Control,prevalence_difference,-0.058684498760592674,0.05749540706617536,0.3076004278040382,False
CRC_vs_Control,rCLR,rCLR_Roseburia hominis,Roseburia hominis,CRC,Control,mean_rCLR_difference,-0.06731615283167425,0.12969177285497338,0.3083782154551589,False
CRC_vs_Control,rCLR,rCLR_Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,CRC,Control,mean_rCLR_difference,0.05824658058064852,0.13335434389246653,0.3101937999237809,False
CRC_vs_Control,PA,PA_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,CRC,Control,prevalence_difference,-0.03916560429497429,0.14810420589028814,0.31072843196589867,False
Adenoma_vs_Control,PA,PA_Roseburia inulinivorans,Roseburia inulinivorans,Adenoma,Control,prevalence_difference,-0.06055081570300336,0.061304707692054275,0.31236208204999083,False
CRC_vs_Control,rCLR,rCLR_Bifidobacterium bifidum,Bifidobacterium bifidum,CRC,Control,mean_rCLR_difference,-0.05899657461804954,0.13822555208937215,0.31468370369282594,False
CRC_vs_Adenoma,PA,PA_Bacteroides uniformis,Bacteroides uniformis,CRC,Adenoma,prevalence_difference,0.0312965722801789,0.1157072215966449,0.31745314643182065,False
CRC_vs_Adenoma,PA,PA_Coprococcus eutactus,Coprococcus eutactus,CRC,Adenoma,prevalence_difference,-0.055141579731743634,0.10986214534489727,0.31745314643182065,False
CRC_vs_Adenoma,PA,PA_Oscillibacter sp. 57_20,Oscillibacter sp. 57_20,CRC,Adenoma,prevalence_difference,0.06494627029570954,0.11296214204836476,0.31745314643182065,False
CRC_vs_Adenoma,PA,PA_Eubacterium sp. CAG:180,Eubacterium sp. CAG:180,CRC,Adenoma,prevalence_difference,0.06526002039375639,0.10819074114380439,0.31745314643182065,False
CRC_vs_Adenoma,PA,PA_Ruminococcus bicirculans,Ruminococcus bicirculans,CRC,Adenoma,prevalence_difference,0.0633775198054749,0.11158433210705189,0.31745314643182065,False
CRC_vs_Adenoma,PA,PA_Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,CRC,Adenoma,prevalence_difference,0.046121264412895116,0.12015509087525242,0.3214148680913002,False
CRC_vs_Control,rCLR,rCLR_Blautia obeum,Blautia obeum,CRC,Control,mean_rCLR_difference,0.08196837293125761,0.15127926034799347,0.323737617144706,False
CRC_vs_Control,rCLR,rCLR_Oscillibacter sp. 57_20,Oscillibacter sp. 57_20,CRC,Control,mean_rCLR_difference,0.0006900720536090711,0.1469216948598482,0.323737617144706,False
CRC_vs_Control,rCLR,rCLR_Blautia sp. CAG:257,Blautia sp. CAG:257,CRC,Control,mean_rCLR_difference,0.05028313070683027,0.14900718319992234,0.323737617144706,False
Adenoma_vs_Control,PA,PA_Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,Adenoma,Control,prevalence_difference,-0.07452297227186255,0.06660737342716089,0.32395404348664614,False
CRC_vs_Control,PA,PA_Alistipes finegoldii,Alistipes finegoldii,CRC,Control,prevalence_difference,0.03636902303700651,0.16115150406642403,0.32775205372774613,False
CRC_vs_Control,PA,PA_Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,CRC,Control,prevalence_difference,0.03404602014615832,0.16234447521093967,0.32775205372774613,False
Adenoma_vs_Control,PA,PA_Coprobacter fastidiosus,Coprobacter fastidiosus,Adenoma,Control,prevalence_difference,-0.06870063988009456,0.07047621371430618,0.32786760293177225,False
CRC_vs_Adenoma,rCLR,rCLR_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,CRC,Adenoma,mean_rCLR_difference,-0.14418300372749626,0.12314386888146897,0.3294098492579295,False
CRC_vs_Adenoma,rCLR,rCLR_Prevotella copri,Prevotella copri,CRC,Adenoma,mean_rCLR_difference,-0.36819390790930145,0.12689976375948286,0.33117743225035773,False
CRC_vs_Control,PA,PA_Anaerobutyricum hallii,Anaerobutyricum hallii,CRC,Control,prevalence_difference,-0.029662614691253864,0.16770670133138912,0.3323077230084933,False
Adenoma_vs_Control,rCLR,rCLR_Escherichia coli,Escherichia coli,Adenoma,Control,mean_rCLR_difference,0.3229174986524984,0.11940147834204394,0.33620942585786057,False
CRC_vs_Adenoma,rCLR,rCLR_Megamonas funiformis,Megamonas funiformis,CRC,Adenoma,mean_rCLR_difference,0.10974885125719612,0.1346780951423144,0.3431084804816105,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,Adenoma,Control,mean_rCLR_difference,-0.0797618910695707,0.13175086365129424,0.3524335602672121,False
Adenoma_vs_Control,rCLR,rCLR_Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,Adenoma,Control,mean_rCLR_difference,-0.22584050846168638,0.13051124111325824,0.3524335602672121,False
CRC_vs_Control,PA,PA_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,CRC,Control,prevalence_difference,0.029474081123300938,0.1845963068703943,0.3566903434448727,False
CRC_vs_Control,PA,PA_Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,CRC,Control,prevalence_difference,-0.03611988939364014,0.18667905825152215,0.3566903434448727,False
Adenoma_vs_Control,rCLR,rCLR_Blautia obeum,Blautia obeum,Adenoma,Control,mean_rCLR_difference,0.22686856524949173,0.14018551661911638,0.35713929233917746,False
Adenoma_vs_Control,rCLR,rCLR_Roseburia hominis,Roseburia hominis,Adenoma,Control,mean_rCLR_difference,-0.10474296312085296,0.1398245972029273,0.35713929233917746,False
Adenoma_vs_Control,rCLR,rCLR_Odoribacter splanchnicus,Odoribacter splanchnicus,Adenoma,Control,mean_rCLR_difference,-0.1540007579911148,0.14468588442318236,0.3600323170530352,False
Adenoma_vs_Control,PA,PA_Oscillibacter sp. 57_20,Oscillibacter sp. 57_20,Adenoma,Control,prevalence_difference,-0.07052372168098231,0.08098148846243328,0.36104246939501505,False
Adenoma_vs_Control,PA,PA_Bifidobacterium adolescentis,Bifidobacterium adolescentis,Adenoma,Control,prevalence_difference,-0.06732432120827814,0.0924912474648912,0.36816274642755753,False
Adenoma_vs_Control,PA,PA_Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,Adenoma,Control,prevalence_difference,-0.061530812244192074,0.0884627682339883,0.36816274642755753,False
Adenoma_vs_Control,PA,PA_Bacteroides intestinalis,Bacteroides intestinalis,Adenoma,Control,prevalence_difference,-0.05710641609500203,0.09290087993966403,0.36816274642755753,False
CRC_vs_Adenoma,rCLR,rCLR_Coprococcus comes,Coprococcus comes,CRC,Adenoma,mean_rCLR_difference,-0.1748030432603785,0.15311267403963635,0.3810013051683975,False
CRC_vs_Adenoma,PA,PA_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,CRC,Adenoma,prevalence_difference,-0.05929876853086513,0.14762261874556942,0.38365846372558265,False
CRC_vs_Adenoma,PA,PA_Clostridium sp. CAG:58,Clostridium sp. CAG:58,CRC,Adenoma,prevalence_difference,0.05922033100635343,0.1505949109950885,0.38365846372558265,False
CRC_vs_Adenoma,PA,PA_Odoribacter splanchnicus,Odoribacter splanchnicus,CRC,Adenoma,prevalence_difference,0.051690328653227646,0.15431636443491087,0.3839965347566387,False
CRC_vs_Control,rCLR,rCLR_Phocaeicola vulgatus,Phocaeicola vulgatus,CRC,Control,mean_rCLR_difference,0.14740765618053753,0.1841286840139521,0.38630919979397793,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides intestinalis,Bacteroides intestinalis,Adenoma,Control,mean_rCLR_difference,0.09665784718403359,0.1636621692484348,0.38915226910183387,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides finegoldii,Bacteroides finegoldii,Adenoma,Control,mean_rCLR_difference,-0.12501654275483987,0.16066872427606493,0.38915226910183387,False
Adenoma_vs_Control,rCLR,rCLR_Streptococcus salivarius,Streptococcus salivarius,Adenoma,Control,mean_rCLR_difference,0.13949133423180793,0.168478802356533,0.3918963446119355,False
CRC_vs_Adenoma,rCLR,rCLR_Alistipes finegoldii,Alistipes finegoldii,CRC,Adenoma,mean_rCLR_difference,0.1547745412208419,0.16166574395969702,0.3931416955383541,False
CRC_vs_Adenoma,PA,PA_Collinsella aerofaciens,Collinsella aerofaciens,CRC,Adenoma,prevalence_difference,0.03961094987842184,0.17293112710725372,0.3936942680952372,False
CRC_vs_Adenoma,PA,PA_Blautia wexlerae,Blautia wexlerae,CRC,Adenoma,prevalence_difference,0.034434073260647846,0.16970671233813284,0.3936942680952372,False
CRC_vs_Adenoma,PA,PA_Lachnospira eligens,Lachnospira eligens,CRC,Adenoma,prevalence_difference,0.05474939210918506,0.1664875601532082,0.3936942680952372,False
CRC_vs_Adenoma,PA,PA_Phocaeicola coprocola,Phocaeicola coprocola,CRC,Adenoma,prevalence_difference,0.045650639265824744,0.1677723976715843,0.3936942680952372,False
Adenoma_vs_Control,rCLR,rCLR_Bifidobacterium longum,Bifidobacterium longum,Adenoma,Control,mean_rCLR_difference,-0.1805618550544889,0.18062144093156318,0.39441824856484203,False
Adenoma_vs_Control,rCLR,rCLR_Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,Adenoma,Control,mean_rCLR_difference,0.1927867095855289,0.17349503751881745,0.39441824856484203,False
Adenoma_vs_Control,rCLR,rCLR_Phascolarctobacterium faecium,Phascolarctobacterium faecium,Adenoma,Control,mean_rCLR_difference,-0.0798898740027883,0.17922053378220848,0.39441824856484203,False
CRC_vs_Control,rCLR,rCLR_Alistipes shahii,Alistipes shahii,CRC,Control,mean_rCLR_difference,0.11869332688479062,0.19714807497681064,0.4056700773561296,False
Adenoma_vs_Control,rCLR,rCLR_Streptococcus parasanguinis,Streptococcus parasanguinis,Adenoma,Control,mean_rCLR_difference,0.08377024566061775,0.19723678979552894,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Barnesiella intestinihominis,Barnesiella intestinihominis,Adenoma,Control,mean_rCLR_difference,-0.1824530393444662,0.19924420433660905,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Alistipes shahii,Alistipes shahii,Adenoma,Control,mean_rCLR_difference,0.21384927422207567,0.2131630593351972,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Clostridium sp. CAG:58,Clostridium sp. CAG:58,Adenoma,Control,mean_rCLR_difference,-0.07384938104777164,0.20727401520493405,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Paraprevotella xylaniphila,Paraprevotella xylaniphila,Adenoma,Control,mean_rCLR_difference,-0.13270342669375468,0.20776388524616674,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Enterocloster bolteae,Enterocloster bolteae,Adenoma,Control,mean_rCLR_difference,0.19607438401002875,0.2011982552141255,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Acidaminococcus intestini,Acidaminococcus intestini,Adenoma,Control,mean_rCLR_difference,-0.018060410565899063,0.2111427988564183,0.40729370265832326,False
Adenoma_vs_Control,rCLR,rCLR_Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,Adenoma,Control,mean_rCLR_difference,-0.08373455973339752,0.22276954841216068,0.4109714082776068,False
Adenoma_vs_Control,rCLR,rCLR_Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,Adenoma,Control,mean_rCLR_difference,-0.11720947245248836,0.22001799557819823,0.4109714082776068,False
