contrast,n_group1,n_group0,n_features_tested,n_significant_fdr_0_05,top_feature_by_fdr,top_feature_fdr,top_feature_mean_diff
CRC_vs_Control__within_Male,489,501,91,51,Romboutsia,1.5650978917212493e-11,-0.5963908808632516
