feature,species,n_control,n_adenoma,n_crc,mean_control,mean_adenoma,mean_crc,median_control,median_adenoma,median_crc,gradient_mean_crc_minus_control,adenoma_position_between_control_crc,jt_J_increasing,jt_z_increasing,jt_p_increasing,jt_J_decreasing,jt_z_decreasing,jt_p_decreasing,p_crc_vs_control,cliffs_delta_crc_vs_control,p_adenoma_vs_control,cliffs_delta_adenoma_vs_control,p_crc_vs_adenoma,cliffs_delta_crc_vs_adenoma,monotonic_increasing_means,monotonic_decreasing_means,jt_q_increasing,jt_q_decreasing,q_crc_vs_control,q_adenoma_vs_control,q_crc_vs_adenoma,best_trend_direction,best_trend_q
rCLR_Roseburia faecis,Roseburia faecis,664,209,671,0.8251384648040941,0.7784082248300005,0.4926026334496996,0.5743150905653909,0.0700630184039756,0.0,-0.3325358313543945,0.1405269314400338,325517.0,42.26712760099669,0.0,399042.0,63.79192154784968,0.0,6.022027480788797e-05,-0.12464313288923204,0.4834724199667658,-0.03169135873638093,0.03035929494343383,-0.09692738824435428,False,True,0.0,0.0,0.0007465546666896148,0.6466443617055493,0.1299377823578968,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Roseburia hominis,Roseburia hominis,664,209,671,-0.37337514491272816,-0.4781181080335811,-0.4406912977444024,0.0,0.0,0.0,-0.06731615283167425,1.5559855802033935,348355.0,48.95306087754519,0.0,376204.0,57.10598827130118,0.0,0.12969177285497338,-0.04737130339539978,0.1398245972029273,-0.06688476393612729,0.6886964548815049,0.01810480679411576,False,False,0.0,0.0,0.3083782154551589,0.35713929233917746,0.8097859414540772,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Roseburia intestinalis,Roseburia intestinalis,664,209,671,0.18093398206045816,-0.18294149724709907,-0.13127129815926947,0.0,0.0,0.0,-0.3122052802197276,1.1655007213570014,326911.0,42.67522774056708,0.0,397648.0,63.383821408279296,0.0,5.5203956056151774e-05,-0.12343562027543857,0.0013431889354132058,-0.1439153744163256,0.4927146694833311,0.030169924200828587,False,False,0.0,0.0,0.0007465546666896148,0.03593030402230326,0.7100095578405444,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Roseburia inulinivorans,Roseburia inulinivorans,664,209,671,0.5903181867830757,0.5043742930710627,0.4645853240238812,0.5683182525258316,0.2688724873276709,0.2039669034022435,-0.12573286275919449,0.6835436005033466,350994.0,49.72564069700449,0.0,373565.0,56.33340845184188,0.0,0.2301245615588059,-0.037796491480078284,0.4496422115546921,-0.03450164293537788,0.8827122470933942,-0.00672423505586891,False,True,0.0,0.0,0.44769687430531335,0.6248274887837929,0.9169923343591572,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Ruminococcus bicirculans,Ruminococcus bicirculans,664,209,671,0.27479168834245177,0.08469205285006187,0.18041488024618135,0.0,0.0,0.0,-0.09437680809627041,2.0142621829133702,346435.0,48.390971732656276,0.0,378124.0,57.6680774161901,0.0,0.07306211924520234,-0.053103621640062486,0.011278881338113292,-0.10915432063180953,0.22327769980161827,0.05076333972718003,False,False,0.0,0.0,0.2112877502496392,0.10971275483437475,0.4778142775754631,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Ruminococcus bromii,Ruminococcus bromii,664,209,671,0.7846331153887611,0.8454430418830768,0.8778501939631939,0.0,0.0,0.0,0.09321707857443273,0.652347482073896,362388.5,53.061434843586156,0.0,362170.5,52.99761430526022,0.0,0.9873830228412304,0.0004892894977824861,0.9130904979022942,-0.004878365135181876,0.9135648992289563,0.004827473099494435,True,False,0.0,0.0,0.9962165354442319,0.970082714322258,0.9283028255846899,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,664,209,671,-0.9962255665992432,-0.7888677504568085,-0.46416718343970476,-0.8323863279665003,-0.6281374111952582,-0.3381826045350764,0.5320583831595385,0.38972756130835784,414874.5,68.42696133246105,0.0,309684.5,37.63208781638533,0.0,9.813077790684562e-09,0.18120769216957247,0.2576811006166222,0.05183893468611287,0.007142475385755954,0.12307560664294526,True,False,0.0,0.0,1.049999323603248e-06,0.4519979961635832,0.05458891901970622,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,664,209,671,-0.5722372932178034,-0.39173235596723516,-0.5339380762190472,0.0,0.0,0.0,0.03829921699875616,4.713018996091499,354220.5,50.670213939704546,0.0,370338.5,55.38883520914183,0.0,0.3029576895879148,-0.028053346021941716,0.2332904947914256,0.04708306911857958,0.0733170385988697,-0.07239783512432348,False,False,0.0,0.0,0.5054984263932254,0.4230861515708905,0.23798067366570425,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Streptococcus parasanguinis,Streptococcus parasanguinis,664,209,671,-1.0147354796700712,-0.9309652340094534,-1.046397249363704,-0.7895463093470857,-0.4046358707013159,-0.6435315969440074,-0.03166176969363277,-2.645785326316238,365070.0,53.84645674047138,0.0,359489.0,52.212592408374995,0.0,0.7964591395949779,0.00812489899987431,0.19723678979552894,0.058828615899002706,0.33171695960661085,-0.044231633140567175,False,False,0.0,0.0,0.9364959113918971,0.40729370265832326,0.5724792689985059,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Streptococcus salivarius,Streptococcus salivarius,664,209,671,-0.584600495075216,-0.4451091608434081,-0.7059907506789799,-0.49336097313426214,-0.0326995331540096,-0.240992771197233,-0.12139025560376382,-1.1491147583305927,356805.5,51.42698500196384,0.0,367753.5,54.632064146882534,0.0,0.5470426582900451,-0.019019445890866,0.168478802356533,0.06306565976825965,0.07954790436091011,-0.08004905910624006,False,False,0.0,0.0,0.7316695554629353,0.3918963446119355,0.2431893076176395,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Streptococcus thermophilus,Streptococcus thermophilus,664,209,671,-0.34943330801832867,-0.1823440955183926,-0.5419425360343088,0.0,0.0,0.0,-0.19250922801598008,-0.8679543013183041,348093.0,48.87635912964889,0.0,376466.0,57.18269001919748,0.0,0.09619046723489319,-0.04790997073240802,0.06951873281508722,0.076583847351127,0.002173649322359398,-0.1258922268413209,False,False,0.0,0.0,0.2410714063494656,0.2423563911862585,0.03322578249892223,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Veillonella atypica,Veillonella atypica,664,209,671,-0.786321005730312,-0.7246832752265855,-0.6885182189689723,0.0,0.0,0.0,0.0978027867613398,0.6302246852549929,365059.5,53.84338281546027,0.0,359499.5,52.21566633338611,0.0,0.7228412742715096,0.009819456664212738,0.9541930280899897,-0.0022986683576410906,0.7894024556993448,0.010724548805966957,True,False,0.0,0.0,0.87890927667104,0.973247117917964,0.8942974617817265,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_Veillonella parvula,Veillonella parvula,664,209,671,-0.8686501794147131,-0.7524034348148523,-0.670171268880255,0.0,0.0,0.0,0.1984789105344581,0.5856881433238175,377889.0,57.5992800468938,0.0,346670.0,48.459769101952574,0.0,0.07139292472818903,0.05312157721796276,0.6730548938017181,0.017870525162852365,0.3967036172094168,0.036159698799905875,True,False,0.0,0.0,0.2112877502496392,0.8277801567446419,0.6368993553624833,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_[Eubacterium] rectale,[Eubacterium] rectale,664,209,671,1.118529483682943,1.0584414124634147,0.9518184701046043,1.0124642240591144,1.118711550160065,0.9054341581645596,-0.16671101357833862,0.36043252290162825,345769.0,48.195997060522934,0.0,378790.0,57.86305208832344,0.0,0.06897468755517057,-0.05712567108972402,0.7328372785484212,-0.01555023923444976,0.39663882879141155,-0.03858413137572287,False,True,0.0,0.0,0.2112877502496392,0.891063509144103,0.6368993553624833,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_[Eubacterium] siraeum,[Eubacterium] siraeum,664,209,671,0.16320805187558568,0.08053876334648254,0.21847182481593513,0.0,0.0,0.0,0.055263772940349454,-1.4959038105909748,372310.0,55.96600122432334,0.0,352249.0,50.093047924523034,0.0,0.24169586801470722,0.03393604223151922,0.6615611814376234,0.018389346861128725,0.6867613787678865,0.01703520418713767,False,False,0.0,0.0,0.4503304253599365,0.8231051908584385,0.8097859414540772,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_[Ruminococcus] gnavus,[Ruminococcus] gnavus,664,209,671,-0.0679724096996971,-0.14342869777452588,0.035943828347728184,0.0,0.0,0.0,0.10391623804742528,-0.7261260558758107,373461.0,56.30296195649373,0.0,351098.0,49.756087192352645,0.0,0.2216630501373691,0.038236403138635015,0.6056279821827737,-0.023303741280913125,0.1780605727749658,0.06104578612226271,False,False,0.0,0.0,0.4432524846590147,0.7714546915899617,0.417016338445734,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_[Ruminococcus] lactaris,[Ruminococcus] lactaris,664,209,671,0.19408577331324056,0.16929292378510952,0.17383967134237907,0.0,0.0,0.0,-0.02024610197086149,1.2245739729955576,353650.0,50.50319734743417,0.0,370909.0,55.55585180141221,0.0,0.2841377016470744,-0.02937981433932451,0.3951775219709418,-0.034386349224649795,0.9121221140064252,0.0042998024800519116,False,False,0.0,0.0,0.4825830805751899,0.5955492232519828,0.9283028255846899,increasing_Control_to_Adenoma_to_CRC,0.0
rCLR_[Ruminococcus] torques,[Ruminococcus] torques,664,209,671,0.5687608964971363,0.8789860449326616,0.7888941735983794,0.0,0.5005668917452653,0.2738764107916327,0.22013327710124309,1.4092605739605983,388469.5,60.69677181642359,0.0,336089.5,45.36227733242278,0.0,0.003514366137035993,0.09005395651159033,0.025715990817246685,0.09975067735055053,0.8004288666093341,-0.011309264897781644,False,False,0.0,0.0,0.018801858833142563,0.19654364410324254,0.8942974617817265,increasing_Control_to_Adenoma_to_CRC,0.0
