Model,Algorithm,Feature,Feature_Type,Species,MeanAbsSHAP_Mean,MeanAbsSHAP_Median,MeanSignedSHAP_Mean,MeanRank,MedianRank,BestRank,N_Folds_Evaluated,N_Folds_TopK,Total_Folds,StabilityScore,MeanAbsSHAP_Scaled,ConsensusScore,ConsensusRank
All,RandomForest,rCLR_Phocaeicola dorei,rCLR,Phocaeicola dorei,0.0010793776071360683,0.0009517998031043228,-7.697296422032813e-05,102.2,105.5,56,10,0,10,0.0,0.030207597756719957,0.010572659214851985,110
All,RandomForest,rCLR_Lawsonibacter asaccharolyticus,rCLR,Lawsonibacter asaccharolyticus,0.0010755078744332522,0.0009028471708989265,-0.00018060707079632665,102.3,111.5,67,10,0,10,0.0,0.030099298929562653,0.010534754625346927,111
All,RandomForest,rCLR_Alistipes shahii,rCLR,Alistipes shahii,0.0010691179975554695,0.0010369621095085244,6.605025362269685e-05,102.1,102.5,70,10,0,10,0.0,0.0299204710298889,0.010472164860461115,112
All,RandomForest,rCLR_Intestinibacter bartlettii,rCLR,Intestinibacter bartlettii,0.001068748787753197,0.0008189911410767415,9.670150102256094e-05,108.5,118.5,36,10,0,10,0.0,0.02991013827782776,0.010468548397239716,113
All,RandomForest,PA_Lachnospira eligens,PA,Lachnospira eligens,0.0010445493135943801,0.0010217132927627566,-6.93211612380832e-05,102.4,103.5,64,10,0,10,0.0,0.02923288874394751,0.010231511060381627,114
All,RandomForest,rCLR_Klebsiella variicola,rCLR,Klebsiella variicola,0.001040493884079328,0.0009411541854235336,-0.0002897443012700262,104.1,107.5,72,10,0,10,0.0,0.029119392982397973,0.01019178754383929,115
All,RandomForest,Gender,covariate,Gender,0.0010106015934438861,0.001068935053614833,-8.629038699726251e-06,107.4,104.0,86,10,0,10,0.0,0.028282823569087397,0.009898988249180589,116
All,RandomForest,rCLR_Phocaeicola massiliensis,rCLR,Phocaeicola massiliensis,0.0009675607375191273,0.0009580506308760322,0.00042120283801208607,107.6,107.5,97,10,0,10,0.0,0.02707827675036119,0.009477396862626417,117
All,RandomForest,rCLR_Veillonella atypica,rCLR,Veillonella atypica,0.0009614152129070075,0.0009648898218677737,-0.00011517820211570914,111.4,110.5,85,10,0,10,0.0,0.02690628732399214,0.009417200563397248,118
All,RandomForest,PA_Bacteroides caccae,PA,Bacteroides caccae,0.000938528784962419,0.0008381049703255219,-8.98056130203912e-05,111.2,117.0,64,10,0,10,0.0,0.026265784866957995,0.009193024703435297,119
All,RandomForest,PA_Collinsella aerofaciens,PA,Collinsella aerofaciens,0.0009359933522946064,0.0008472126259396199,-3.1982375508350277e-06,113.7,115.5,63,10,0,10,0.0,0.026194827928753817,0.009168189775063836,120
All,RandomForest,rCLR_Dialister invisus,rCLR,Dialister invisus,0.0009159384135890375,0.0008513363472188011,0.00017673219140264924,112.5,117.0,85,10,0,10,0.0,0.025633567886440254,0.008971748760254089,121
All,RandomForest,PA_Enterocloster bolteae,PA,Enterocloster bolteae,0.0008839869475625262,0.000635356632912726,-0.0002927734104801238,115.3,131.0,58,10,0,10,0.0,0.024739370131099305,0.008658779545884756,122
All,RandomForest,PA_Anaerotignum lactatifermentans,PA,Anaerotignum lactatifermentans,0.0008776651848660687,0.0007286273847751865,-7.081901047952422e-05,114.4,122.5,72,10,0,10,0.0,0.024562448483489145,0.0085968569692212,123
All,RandomForest,PA_Roseburia faecis,PA,Roseburia faecis,0.000802478018399851,0.0006547617924799801,-6.605237747181395e-05,125.0,128.0,50,10,0,10,0.0,0.02245825096626871,0.007860387838194049,124
All,RandomForest,PA_Firmicutes bacterium CAG:110,PA,Firmicutes bacterium CAG:110,0.0007906888112436927,0.0007448778368492499,-6.827430368132796e-05,119.7,124.0,92,10,0,10,0.0,0.02212831672889947,0.007744910855114814,125
All,RandomForest,PA_Butyricimonas virosa,PA,Butyricimonas virosa,0.0006916192866012862,0.000697164665993208,3.802282625978902e-05,130.5,128.0,90,10,0,10,0.0,0.019355744525657522,0.0067745105839801326,126
All,RandomForest,PA_[Ruminococcus] gnavus,PA,[Ruminococcus] gnavus,0.0006370731724540595,0.0005827497752782302,-2.1139745650961988e-05,133.5,131.5,80,10,0,10,0.0,0.017829210100208912,0.006240223535073119,127
All,RandomForest,PA_Eubacterium sp. CAG:38,PA,Eubacterium sp. CAG:38,0.0006301844191836847,0.0005743557753784625,3.427288284671962e-05,129.6,134.0,96,10,0,10,0.0,0.017636420582934315,0.00617274720402701,128
All,RandomForest,PA_Parabacteroides merdae,PA,Parabacteroides merdae,0.0006164292675329571,0.0006078551570805272,-7.532543747861493e-05,132.6,133.0,103,10,0,10,0.0,0.01725146717515486,0.0060380135113042,129
All,RandomForest,PA_Prevotella copri,PA,Prevotella copri,0.0006069321821368684,0.00043921893522862106,1.751836889257626e-05,140.0,148.0,69,10,0,10,0.0,0.016985680546259103,0.005944988191190686,130
All,RandomForest,PA_Bacteroides stercoris,PA,Bacteroides stercoris,0.0005906613388540975,0.0006070577340516371,-7.676045318505668e-05,135.3,134.0,105,10,0,10,0.0,0.016530322675390643,0.005785612936386725,131
All,RandomForest,PA_Flavonifractor plautii,PA,Flavonifractor plautii,0.0005792004086013992,0.0003741349991382779,-0.00018763400224495298,143.4,154.5,76,10,0,10,0.0,0.016209575636817245,0.005673351472886035,132
All,RandomForest,PA_Blautia sp. CAG:257,PA,Blautia sp. CAG:257,0.0005673915614952392,0.00046483599538136916,6.598297739946772e-05,138.6,140.5,87,10,0,10,0.0,0.015879091753331864,0.0055576821136661516,133
All,RandomForest,PA_Proteobacteria bacterium CAG:139,PA,Proteobacteria bacterium CAG:139,0.0005520064001458315,0.0004925073684260089,3.437567908470198e-05,139.7,143.0,110,10,0,10,0.0,0.015448520688680753,0.005406982241038263,134
All,RandomForest,PA_Parabacteroides distasonis,PA,Parabacteroides distasonis,0.0005369370414263097,0.00044617809690298914,-0.00013454964712712795,145.2,143.5,71,10,0,10,0.0,0.015026787716233003,0.005259375700681551,135
All,RandomForest,PA_Bifidobacterium bifidum,PA,Bifidobacterium bifidum,0.0005364039418883818,0.0005352567090410052,-5.95735380033275e-05,143.3,137.5,115,10,0,10,0.0,0.015011868325373351,0.005254153913880673,136
All,RandomForest,PA_Streptococcus thermophilus,PA,Streptococcus thermophilus,0.0005302321731837714,0.0005116980432652634,-8.913783335509523e-05,140.9,140.0,100,10,0,10,0.0,0.01483914442852408,0.005193700549983428,137
All,RandomForest,PA_Eubacterium sp. CAG:251,PA,Eubacterium sp. CAG:251,0.0005272758502668569,0.0005124598998746004,8.034585383060568e-05,141.2,139.0,119,10,0,10,0.0,0.014756408402760051,0.005164742940966018,138
All,RandomForest,PA_Bacteroides salyersiae,PA,Bacteroides salyersiae,0.0005216862000003273,0.0004020568326227595,-7.030618321914778e-06,144.9,153.0,106,10,0,10,0.0,0.014599975745888392,0.005109991511060937,139
All,RandomForest,PA_Megamonas funiformis,PA,Megamonas funiformis,0.0005140558735663228,0.0005314164180348245,-0.00013566506074415798,141.3,137.5,130,10,0,10,0.0,0.014386432468589496,0.0050352513640063235,140
All,RandomForest,PA_Bacteroides intestinalis,PA,Bacteroides intestinalis,0.0005121642653315055,0.0004933161950203973,-9.959473514718789e-06,141.4,139.0,114,10,0,10,0.0,0.014333493682113953,0.005016722788739884,141
All,RandomForest,PA_Clostridium sp. CAG:58,PA,Clostridium sp. CAG:58,0.0005113925776700926,0.00048777979818884784,2.3735934250440714e-05,140.4,138.5,122,10,0,10,0.0,0.014311897133959098,0.005009163996885684,142
All,RandomForest,PA_[Ruminococcus] lactaris,PA,[Ruminococcus] lactaris,0.00048585986677682875,0.000446145670207619,-2.008555433918317e-05,146.4,147.0,105,10,0,10,0.0,0.013597335468789119,0.004759067414076191,143
All,RandomForest,PA_Alistipes shahii,PA,Alistipes shahii,0.00048386230486227946,0.0004219908408812467,-3.33928877441901e-05,143.9,144.5,121,10,0,10,0.0,0.013541431449278326,0.004739501007247414,144
All,RandomForest,PA_Bacteroides cellulosilyticus,PA,Bacteroides cellulosilyticus,0.0004830899370222609,0.0004911266244590317,-5.937835323065454e-06,143.9,143.0,116,10,0,10,0.0,0.013519815865559287,0.00473193555294575,145
All,RandomForest,PA_Holdemanella biformis,PA,Holdemanella biformis,0.0004621501879100252,0.0004468755795365168,-2.801015907268218e-05,145.8,144.0,126,10,0,10,0.0,0.012933793407684345,0.004526827692689521,146
All,RandomForest,PA_Bifidobacterium pseudocatenulatum,PA,Bifidobacterium pseudocatenulatum,0.0004576367612006635,0.0004086057101654807,4.799575306683865e-05,146.3,148.5,121,10,0,10,0.0,0.012807480078929465,0.0044826180276253125,147
All,RandomForest,PA_Paraprevotella xylaniphila,PA,Paraprevotella xylaniphila,0.00042056356032928004,0.0004101393611559616,2.4994238337403713e-06,153.0,148.0,125,10,0,10,0.0,0.01176994480668284,0.0041194806823389935,148
All,RandomForest,PA_Veillonella parvula,PA,Veillonella parvula,0.0004134393202864423,0.0003918178125821201,-7.03181243374342e-05,152.3,153.0,130,10,0,10,0.0,0.011570564926913638,0.004049697724419773,149
All,RandomForest,PA_Firmicutes bacterium CAG:145,PA,Firmicutes bacterium CAG:145,0.0004071102791921739,0.00037290270133003,1.191951473037902e-05,151.9,150.0,127,10,0,10,0.0,0.011393439585144981,0.003987703854800743,150
All,RandomForest,PA_Phocaeicola coprocola,PA,Phocaeicola coprocola,0.00040100708899526205,0.000383697803391912,-5.1748952011759864e-05,156.5,149.0,120,10,0,10,0.0,0.01122263493505571,0.003927922227269499,151
All,RandomForest,PA_Anaerobutyricum hallii,PA,Anaerobutyricum hallii,0.00039450609579286114,0.0003715674068790995,-9.018509911659298e-05,155.8,152.5,120,10,0,10,0.0,0.011040697319916228,0.003864244061970679,152
All,RandomForest,PA_Adlercreutzia equolifaciens_1,PA,Adlercreutzia equolifaciens_1,0.0003939525331629249,0.00031103320845694935,-9.780360812032204e-05,160.8,161.5,89,10,0,10,0.0,0.011025205246384487,0.0038588218362345704,153
All,RandomForest,PA_Akkermansia muciniphila,PA,Akkermansia muciniphila,0.0003930954907586121,0.0003304585485374978,9.084810474288285e-05,158.8,160.0,121,10,0,10,0.0,0.011001219949636832,0.003850426982372891,154
All,RandomForest,PA_Bifidobacterium adolescentis,PA,Bifidobacterium adolescentis,0.00038707743572305214,0.0003140411890537617,8.644969136513433e-05,160.2,163.0,92,10,0,10,0.0,0.010832797902903486,0.00379147926601622,155
All,RandomForest,PA_Parasutterella excrementihominis,PA,Parasutterella excrementihominis,0.0003854158272041861,0.000362134648540771,-2.2447968152911306e-05,155.5,153.5,126,10,0,10,0.0,0.010786295917467431,0.003775203571113601,156
All,RandomForest,PA_[Eubacterium] siraeum,PA,[Eubacterium] siraeum,0.00035211429803552567,0.00030181598774464246,-3.8630255297088084e-05,161.6,161.0,131,10,0,10,0.0,0.00985431512487002,0.0034490102937045066,157
All,RandomForest,PA_Phascolarctobacterium succinatutens,PA,Phascolarctobacterium succinatutens,0.00034772364873334697,0.0003353961291425151,-6.75161387419046e-05,162.6,158.0,134,10,0,10,0.0,0.009731437860107274,0.0034060032510375457,158
All,RandomForest,PA_Erysipelatoclostridium ramosum,PA,Erysipelatoclostridium ramosum,0.00034478057944532044,0.00029079542594061475,-1.0355932712497187e-05,160.9,164.5,136,10,0,10,0.0,0.009649072752071775,0.003377175463225121,159
All,RandomForest,PA_Bacteroides thetaiotaomicron,PA,Bacteroides thetaiotaomicron,0.00034266715600049004,0.0002576325127563304,-0.00013527879614566257,169.5,178.5,112,10,0,10,0.0,0.00958992621717149,0.003356474176010021,160
All,RandomForest,PA_Slackia isoflavoniconvertens,PA,Slackia isoflavoniconvertens,0.0003356288899709347,0.0002731965173529054,6.727124780930275e-05,166.4,168.0,127,10,0,10,0.0,0.009392952416974066,0.003287533345940923,161
All,RandomForest,PA_Coprobacter fastidiosus,PA,Coprobacter fastidiosus,0.00033078123255392245,0.00029972360274643474,-5.2667301632032904e-05,167.1,166.0,123,10,0,10,0.0,0.009257285265508855,0.003240049842928099,162
All,RandomForest,PA_Eubacterium ventriosum,PA,Eubacterium ventriosum,0.0003252365763951546,0.0003223592524313806,2.830577173210484e-05,165.1,166.5,142,10,0,10,0.0,0.009102111819408018,0.003185739136792806,163
All,RandomForest,PA_Bacteroides eggerthii,PA,Bacteroides eggerthii,0.00032258076998491924,0.00026571240603746416,6.270373631122338e-06,165.9,174.5,126,10,0,10,0.0,0.009027786086476636,0.0031597251302668224,164
All,RandomForest,PA_[Ruminococcus] torques,PA,[Ruminococcus] torques,0.0003145966877417839,0.0002505323056544702,8.206393873794413e-05,170.3,173.5,117,10,0,10,0.0,0.008804342554516464,0.003081519894080762,165
All,RandomForest,PA_Lachnospira pectinoschiza,PA,Lachnospira pectinoschiza,0.0003131736209911944,0.00026735239686556656,-7.65705185339447e-06,169.3,169.0,133,10,0,10,0.0,0.008764516429072906,0.0030675807501755166,166
All,RandomForest,PA_Gemmiger formicilis,PA,Gemmiger formicilis,0.0003064985637069318,0.0002674180941100103,6.608421363480463e-06,170.5,175.0,132,10,0,10,0.0,0.008577707434599622,0.0030021976021098675,167
All,RandomForest,PA_Bacteroides xylanisolvens,PA,Bacteroides xylanisolvens,0.00029732772087572994,0.0002455501323736106,-0.00010952522550444271,175.4,175.5,135,10,0,10,0.0,0.008321051071243991,0.0029123678749353966,168
All,RandomForest,PA_Ruminococcus bromii,PA,Ruminococcus bromii,0.00029432984297946793,0.0002658065354026757,-2.9032150833474145e-05,171.5,175.5,141,10,0,10,0.0,0.008237152082590404,0.0028830032289066413,169
All,RandomForest,PA_Phocaeicola massiliensis,PA,Phocaeicola massiliensis,0.0002931556432494892,0.00028793150381094864,1.474301222459764e-05,171.0,171.0,146,10,0,10,0.0,0.008204290780952547,0.002871501773333391,170
All,RandomForest,PA_Oscillibacter sp. CAG:241,PA,Oscillibacter sp. CAG:241,0.00029277950624692227,0.0002556364185638509,3.929673933445989e-05,171.3,171.0,141,10,0,10,0.0,0.00819376416339087,0.002867817457186804,171
All,RandomForest,PA_Bacteroides ovatus,PA,Bacteroides ovatus,0.0002858134424897216,0.00028714521506038155,-1.8783509228028837e-05,171.1,170.0,149,10,0,10,0.0,0.007998811025087848,0.0027995838587807466,172
All,RandomForest,PA_Alistipes finegoldii,PA,Alistipes finegoldii,0.00028476729572044326,0.0002519477677801757,-3.0444408331249782e-05,174.7,181.5,138,10,0,10,0.0,0.007969533429747787,0.002789336700411725,173
All,RandomForest,PA_Barnesiella intestinihominis,PA,Barnesiella intestinihominis,0.0002833524851233468,0.00027507372465371315,-2.494919664732016e-05,172.9,175.0,153,10,0,10,0.0,0.00792993836205648,0.0027754784267197677,174
All,RandomForest,PA_Oscillibacter sp. 57_20,PA,Oscillibacter sp. 57_20,0.00027897439184103556,0.0002669787722116172,5.182853326779174e-05,171.7,173.5,155,10,0,10,0.0,0.00780741249164829,0.0027325943720769015,175
All,RandomForest,PA_Eubacterium sp. CAG:274,PA,Eubacterium sp. CAG:274,0.0002751285897899366,0.00025640739360603573,-2.051881582827826e-05,173.9,174.0,137,10,0,10,0.0,0.007699783390726131,0.0026949241867541456,176
All,RandomForest,PA_Streptococcus parasanguinis,PA,Streptococcus parasanguinis,0.00027269775840145066,0.00022771288486968702,-7.687451653287299e-05,180.4,186.0,122,10,0,10,0.0,0.007631753837109002,0.0026711138429881503,177
All,RandomForest,PA_Adlercreutzia equolifaciens,PA,Adlercreutzia equolifaciens,0.0002704514312092625,0.00029767091882402884,1.157032756543495e-05,174.4,169.5,154,10,0,10,0.0,0.00756888784118414,0.002649110744414449,178
All,RandomForest,PA_Lawsonibacter asaccharolyticus,PA,Lawsonibacter asaccharolyticus,0.0002694268725489143,0.00021776233848588768,-5.921441125370533e-05,178.1,185.5,132,10,0,10,0.0,0.007540214413381539,0.0026390750446835384,179
All,RandomForest,PA_Agathobaculum butyriciproducens,PA,Agathobaculum butyriciproducens,0.0002668978616490356,0.00021785092195749774,-5.170532474638001e-06,182.5,185.5,127,10,0,10,0.0,0.007469437195584147,0.002614303018454451,180
All,RandomForest,PA_Intestinibacter bartlettii,PA,Intestinibacter bartlettii,0.000266882911187115,0.00025744045349377026,3.5298635756492915e-05,173.6,176.5,158,10,0,10,0.0,0.0074690187900725,0.0026141565765253746,181
All,RandomForest,PA_Coprococcus eutactus,PA,Coprococcus eutactus,0.0002651048440433947,0.0002535059278805262,5.279064809873898e-06,176.0,175.5,148,10,0,10,0.0,0.007419257578882974,0.0025967401526090406,182
All,RandomForest,PA_Roseburia inulinivorans,PA,Roseburia inulinivorans,0.0002633196321526662,0.00018583527749197344,6.167657371714635e-05,181.5,190.5,123,10,0,10,0.0,0.007369296413903161,0.002579253744866106,183
All,RandomForest,PA_Phocaeicola dorei,PA,Phocaeicola dorei,0.00026037214605362816,0.00022112623185421937,1.970582673291511e-05,179.0,187.0,151,10,0,10,0.0,0.007286807696438004,0.0025503826937533012,184
All,RandomForest,PA_[Eubacterium] rectale,PA,[Eubacterium] rectale,0.00025706451139736395,0.00024955049110366806,5.871135969924698e-05,177.2,177.5,140,10,0,10,0.0,0.00719423981605764,0.002517983935620174,185
All,RandomForest,PA_Coprococcus catus,PA,Coprococcus catus,0.0002546044031910643,0.00024533466246865723,4.578547575035639e-05,178.8,179.0,145,10,0,10,0.0,0.007125390917727162,0.0024938868212045066,186
All,RandomForest,PA_Alistipes putredinis,PA,Alistipes putredinis,0.00025287234677104614,0.00025699093828870944,-2.4440637643527065e-06,180.0,177.0,161,10,0,10,0.0,0.007076917368450298,0.0024769210789576043,187
All,RandomForest,PA_Roseburia hominis,PA,Roseburia hominis,0.0002463031028423343,0.00018921508507191106,3.911394358609907e-05,186.5,198.0,144,10,0,10,0.0,0.006893069679882041,0.0024125743879587144,188
All,RandomForest,PA_Desulfovibrio piger,PA,Desulfovibrio piger,0.00024536684068355576,0.0001895109540065278,1.3486186044174645e-05,183.9,195.5,128,10,0,10,0.0,0.006866867329101149,0.002403403565185402,189
All,RandomForest,PA_Bacteroides sp. CAG:144,PA,Bacteroides sp. CAG:144,0.00024485880800450855,0.00022218031461794573,-2.2203281230924183e-05,183.1,187.0,145,10,0,10,0.0,0.006852649462513527,0.0023984273118797346,190
All,RandomForest,PA_Ruthenibacterium lactatiformans,PA,Ruthenibacterium lactatiformans,0.00023762381682885595,0.00019388256112908394,-3.231674831103845e-05,185.4,187.0,135,10,0,10,0.0,0.006650170087582432,0.002327559530653851,191
All,RandomForest,PA_Eggerthella lenta,PA,Eggerthella lenta,0.00023148822776585708,0.00022131372221146647,-2.470979332751791e-05,183.9,186.5,160,10,0,10,0.0,0.006478458718743338,0.002267460551560168,192
All,RandomForest,PA_Bacteroides finegoldii,PA,Bacteroides finegoldii,0.00022826551726007831,0.0001849317422473314,1.4156192120269585e-05,185.2,191.0,146,10,0,10,0.0,0.0063882675363421924,0.0022358936377197673,193
All,RandomForest,PA_Veillonella atypica,PA,Veillonella atypica,0.00022248919668279316,0.00022320757195604433,-2.2304028982314962e-06,186.3,184.0,152,10,0,10,0.0,0.006226610700626035,0.002179313745219112,194
All,RandomForest,PA_Dorea formicigenerans,PA,Dorea formicigenerans,0.00022111317112445415,0.0001881279506427836,1.614382079694429e-05,188.0,193.0,153,10,0,10,0.0,0.006188101075917812,0.002165835376571234,195
All,RandomForest,PA_Eubacterium ramulus,PA,Eubacterium ramulus,0.0002185976930589684,0.0002077182555883291,1.9049984181647376e-05,187.0,192.5,152,10,0,10,0.0,0.006117702589729403,0.002141195906405291,196
All,RandomForest,PA_Phocaeicola vulgatus,PA,Phocaeicola vulgatus,0.00021814731606485384,0.00015436063693380483,3.529632893269571e-05,191.0,202.5,147,10,0,10,0.0,0.006105098282407157,0.002136784398842505,197
All,RandomForest,PA_Klebsiella pneumoniae,PA,Klebsiella pneumoniae,0.00021750320503086045,0.00021291886743431428,-3.47560150705713e-05,186.7,190.5,156,10,0,10,0.0,0.006087072109826865,0.0021304752384394025,198
All,RandomForest,PA_Firmicutes bacterium CAG:83,PA,Firmicutes bacterium CAG:83,0.00021598819525220928,0.00018688788590517564,2.0521037759799924e-05,190.3,193.0,157,10,0,10,0.0,0.006044672855211587,0.0021156354993240555,199
All,RandomForest,PA_Bifidobacterium longum,PA,Bifidobacterium longum,0.00021468219466556633,0.00018050083450405228,4.366151600842578e-05,190.1,196.0,154,10,0,10,0.0,0.00600812295818711,0.0021028430353654884,200
All,RandomForest,PA_Coprococcus comes,PA,Coprococcus comes,0.00021157170555806897,0.00016631223797814414,1.2677119182818839e-05,191.6,199.5,136,10,0,10,0.0,0.0059210724179825135,0.0020723753462938794,201
All,RandomForest,PA_Blautia obeum,PA,Blautia obeum,0.00021111338633118777,0.00019713168844245777,-7.855540620659142e-06,187.4,188.5,144,10,0,10,0.0,0.005908245838333032,0.002067886043416561,202
All,RandomForest,PA_Acidaminococcus intestini,PA,Acidaminococcus intestini,0.00020994463368866366,0.00017672080951560497,-4.3582725331209514e-05,188.9,196.0,147,10,0,10,0.0,0.005875536979571223,0.002056437942849928,203
All,RandomForest,PA_Phascolarctobacterium faecium,PA,Phascolarctobacterium faecium,0.00020695534176000554,0.00017309590915992704,-3.5745247448785805e-06,190.6,197.5,163,10,0,10,0.0,0.005791878278889164,0.0020271573976112073,204
All,RandomForest,PA_Dialister invisus,PA,Dialister invisus,0.00020388560243062665,0.00020087868568125574,-2.603858111036956e-05,190.9,190.5,142,10,0,10,0.0,0.0057059681671110425,0.001997088858488865,205
All,RandomForest,PA_Alistipes inops,PA,Alistipes inops,0.0001980001320829529,0.0001938522873480422,1.0951226650936316e-05,192.0,197.0,156,10,0,10,0.0,0.005541256652163689,0.001939439828257291,206
All,RandomForest,PA_Gordonibacter pamelaeae,PA,Gordonibacter pamelaeae,0.0001970670647484729,0.0001837229199830724,-3.0424073611457782e-05,191.8,195.0,151,10,0,10,0.0,0.005515143712138286,0.0019303002992484,207
All,RandomForest,PA_Fusicatenibacter saccharivorans,PA,Fusicatenibacter saccharivorans,0.00019665922243603746,0.0001690951865496663,1.3992716798579094e-05,192.8,202.5,155,10,0,10,0.0,0.0055037297857785305,0.0019263054250224856,208
All,RandomForest,PA_Anaerostipes hadrus,PA,Anaerostipes hadrus,0.0001867345052182439,0.00011988058730065502,8.926704027918202e-06,194.2,210.5,142,10,0,10,0.0,0.005225975398822357,0.0018290913895878248,209
All,RandomForest,PA_Dorea longicatena,PA,Dorea longicatena,0.0001792380006415992,0.00018670847282440393,-4.277658032657504e-06,196.8,195.0,178,10,0,10,0.0,0.005016177276890274,0.0017556620469115958,210
All,RandomForest,PA_Odoribacter splanchnicus,PA,Odoribacter splanchnicus,0.00017489634440847284,0.0001618512817334126,-1.5124609046139794e-06,196.3,200.0,175,10,0,10,0.0,0.004894671138333052,0.0017131348984165682,211
All,RandomForest,PA_Blautia wexlerae,PA,Blautia wexlerae,0.00016108699232044316,0.00011953121668259783,-2.2487032314443016e-07,200.0,212.5,144,10,0,10,0.0,0.004508200870283907,0.0015778703045993673,212
All,RandomForest,PA_Klebsiella variicola,PA,Klebsiella variicola,0.00013828801028386575,0.00013110889034051549,8.435862610368877e-06,204.8,205.5,181,10,0,10,0.0,0.0038701456854529363,0.0013545509899085277,213
All,RandomForest,PA_Bacteroides uniformis,PA,Bacteroides uniformis,0.00012752826808029157,0.00010206966389296023,2.3277157901301484e-06,206.2,211.5,181,10,0,10,0.0,0.0035690221839991963,0.0012491577643997187,214
All,RandomForest,PA_Klebsiella quasipneumoniae,PA,Klebsiella quasipneumoniae,0.00012082993379508353,0.00011360550187217887,2.1696491183712776e-05,208.4,210.5,191,10,0,10,0.0,0.003381561756443649,0.001183546614755277,215
All,RandomForest,PA_Faecalibacterium prausnitzii,PA,Faecalibacterium prausnitzii,9.32634429726022e-05,9.632086663711965e-05,-1.6438749632358684e-05,210.8,214.0,186,10,0,10,0.0,0.002610082469839499,0.0009135288644438246,216
