comparison,description,feature,species,group_col,group1,group2,filters,n_group1,n_group2,prevalence_group1,prevalence_group2,prevalence_diff_group1_minus_group2,n_strata_total,n_strata_used,cmh_statistic,p_value,common_odds_ratio,common_odds_ratio_ci_low,common_odds_ratio_ci_high,q_value_bh,significant_fdr_0_05
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Parvimonas micra,Parvimonas micra,Condition,CRC,Control,none,671,664,0.4157973174366617,0.13253012048192772,0.283267196954734,10,10,140.71491466535494,0.0,4.954975365285836,3.740147554688001,6.564388305968209,0.0,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Methanobrevibacter smithii,Methanobrevibacter smithii,Condition,CRC,Control,none,671,664,0.31594634873323396,0.2289156626506024,0.08703068608263156,10,10,20.28714061666126,6.66470196952762e-06,1.8384889482224633,1.4063337184721971,2.4034420623919375,0.0002507597277914275,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Streptococcus salivarius,Streptococcus salivarius,Condition,CRC,Control,none,671,664,0.8286140089418778,0.9096385542168675,-0.0810245452749897,10,10,20.184879816950055,7.030646573591426e-06,0.4533304280002561,0.31889621315946004,0.6444368683930827,0.0002507597277914275,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Roseburia intestinalis,Roseburia intestinalis,Condition,CRC,Control,none,671,664,0.5499254843517138,0.6566265060240963,-0.10670102167238249,10,10,15.420102351067243,8.606782975695282e-05,0.630194320168514,0.5003362048583991,0.7937560330759035,0.002302314445998488,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,Condition,CRC,Control,none,671,664,0.2608047690014903,0.18072289156626506,0.08008187743522524,10,10,12.787402449811143,0.0003489613246622225,1.6317457765163295,1.2459089374465628,2.1370697321071894,0.0074677723477715625,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides fragilis,Bacteroides fragilis,Condition,CRC,Control,none,671,664,0.5782414307004471,0.48343373493975905,0.09480769576068804,10,10,12.104304818132261,0.0005030554839704493,1.4908249918114809,1.1900402496127191,1.8676336005719143,0.008971156130806346,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Escherichia coli,Escherichia coli,Condition,CRC,Control,none,671,664,0.7481371087928465,0.661144578313253,0.08699253047959343,10,10,11.76157337190924,0.0006046609329728447,1.537571879230266,1.2004030312409208,1.9694446134110197,0.009242674261156342,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Phocaeicola plebeius,Phocaeicola plebeius,Condition,CRC,Control,none,671,664,0.4008941877794337,0.3072289156626506,0.0936652721167831,10,10,10.925140955620398,0.0009486798490617732,1.476075802071052,1.1702352075296962,1.861847737480937,0.012688592981201218,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Collinsella aerofaciens,Collinsella aerofaciens,Condition,CRC,Control,none,671,664,0.8673621460506706,0.8057228915662651,0.06163925448440555,10,10,10.428238145129207,0.001241030749052796,1.6247059982422067,1.206208533694053,2.188402342537017,0.014754476683183243,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Ruminococcus bicirculans,Ruminococcus bicirculans,Condition,CRC,Control,none,671,664,0.46050670640834573,0.5481927710843374,-0.08768606467599166,10,10,10.040282549910678,0.0015315371011931367,0.695819155980218,0.5554810579303834,0.871612615618122,0.01565105150759652,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides caccae,Bacteroides caccae,Condition,CRC,Control,none,671,664,0.6676602086438153,0.5813253012048193,0.08633490743899597,10,10,9.943120118976822,0.0016145166134401423,1.4402379596960888,1.147329058329297,1.8079254294927904,0.01565105150759652,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Enterocloster bolteae,Enterocloster bolteae,Condition,CRC,Control,none,671,664,0.6870342771982116,0.5993975903614458,0.08763668683676584,10,10,9.78934671837658,0.0017552581130014788,1.4821143292197054,1.1576262136608322,1.8975580018456355,0.01565105150759652,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Megamonas funiformis,Megamonas funiformis,Condition,CRC,Control,none,671,664,0.19225037257824143,0.125,0.06725037257824143,10,10,9.270475587012648,0.002328772262284895,1.6196462980065243,1.186068204501647,2.211722834057808,0.019167587081883368,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Eubacterium sp. CAG:180,Eubacterium sp. CAG:180,Condition,CRC,Control,none,671,664,0.4336810730253353,0.35240963855421686,0.08127143447111845,10,10,9.049891716456901,0.0026271037839102895,1.426149645480086,1.1312960316315421,1.7978519807673183,0.020078578919885785,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Parabacteroides merdae,Parabacteroides merdae,Condition,CRC,Control,none,671,664,0.736214605067064,0.6686746987951807,0.06753990627188333,10,10,8.39039680491237,0.003772085538472303,1.4278411999280662,1.1214925917168002,1.8178724561087793,0.026022569425858146,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Lachnospira eligens,Lachnospira eligens,Condition,CRC,Control,none,671,664,0.6289120715350224,0.7003012048192772,-0.07138913328425478,10,10,8.333889655461501,0.0038912253347077597,0.698321028988689,0.5470506013400475,0.8914207540093646,0.026022569425858146,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Roseburia faecis,Roseburia faecis,Condition,CRC,Control,none,671,664,0.639344262295082,0.7108433734939759,-0.07149911119889385,10,10,7.981499997462049,0.004725776947466009,0.6980179289699799,0.5433754233402689,0.8966710827081901,0.02974459608110959,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Butyricimonas virosa,Butyricimonas virosa,Condition,CRC,Control,none,671,664,0.5901639344262295,0.516566265060241,0.07359766936598855,10,10,7.526199501018619,0.0060808052659987455,1.3698503132529467,1.0931943892112184,1.7165198607295777,0.036147009081214765,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Holdemanella biformis,Holdemanella biformis,Condition,CRC,Control,none,671,664,0.30700447093889716,0.24849397590361447,0.05851049503528269,10,10,7.144568460290944,0.007519136543556959,1.392107992765175,1.09094382931232,1.7764110410178378,0.04234461106108393,True
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Clostridium sp. CAG:58,Clostridium sp. CAG:58,Condition,CRC,Control,none,671,664,0.45156482861400893,0.39156626506024095,0.05999856355376798,10,10,6.385407089450051,0.011506236863080388,1.344735405612979,1.068809496069851,1.6918948772054347,0.0609084666822199,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_[Ruminococcus] gnavus,[Ruminococcus] gnavus,Condition,CRC,Control,none,671,664,0.7540983606557377,0.6957831325301205,0.05831522812561718,10,10,6.273306394826494,0.012257021362811038,1.376663999532136,1.0716748657437782,1.7684503277889996,0.0609084666822199,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Flavonifractor plautii,Flavonifractor plautii,Condition,CRC,Control,none,671,664,0.910581222056632,0.8644578313253012,0.04612339073133076,10,10,6.235243659530001,0.012523236140269511,1.6216531789700581,1.1052387973369409,2.379358233894853,0.0609084666822199,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Paraprevotella xylaniphila,Paraprevotella xylaniphila,Condition,CRC,Control,none,671,664,0.33681073025335323,0.2786144578313253,0.058196272422027906,10,10,6.073877622634716,0.013719544694322572,1.348700434131154,1.0632197097729883,1.7108344063843044,0.06382570792576153,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Alistipes shahii,Alistipes shahii,Condition,CRC,Control,none,671,664,0.6795827123695977,0.6234939759036144,0.056088736465983224,10,10,5.737187842011801,0.016609364707943386,1.3368110685735064,1.05343780108842,1.696411341243149,0.07227004373944848,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Parabacteroides distasonis,Parabacteroides distasonis,Condition,CRC,Control,none,671,664,0.8777943368107303,0.8313253012048193,0.04646903560591098,10,10,5.708233332645634,0.016885524238188898,1.5060578350892997,1.0758007970362835,2.1083923797812245,0.07227004373944848,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,Condition,CRC,Control,none,671,664,0.3353204172876304,0.2786144578313253,0.05670595945630508,10,10,5.549583354406013,0.018485086595206535,1.3311343526340045,1.0490144114483069,1.6891270943703967,0.07332643942905742,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,Condition,CRC,Control,none,671,664,0.38450074515648286,0.34186746987951805,0.04263327527696481,10,10,5.471427028677094,0.019329835984675525,1.3307056014922618,1.0462821311639436,1.6924473285928807,0.07332643942905742,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Firmicutes bacterium CAG:145,Firmicutes bacterium CAG:145,Condition,CRC,Control,none,671,664,0.3889716840536513,0.34186746987951805,0.04710421417413324,10,10,5.462052132147364,0.01943381016902379,1.3195842628832781,1.0453494228690452,1.6657613126815147,0.07332643942905742,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Prevotella copri,Prevotella copri,Condition,CRC,Control,none,671,664,0.4873323397913562,0.42168674698795183,0.06564559280340437,10,10,5.422970481332472,0.019873520966753877,1.3024643208389637,1.0384265157029462,1.6336382800377,0.07332643942905742,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides salyersiae,Bacteroides salyersiae,Condition,CRC,Control,none,671,664,0.23546944858420268,0.17921686746987953,0.05625258111432316,10,10,5.157564048319965,0.023145338005890803,1.3678505767461275,1.0427184442883557,1.7943628124672346,0.08255170555434387,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,Condition,CRC,Control,none,671,664,0.503725782414307,0.5647590361445783,-0.06103325373027135,10,10,4.953443281436943,0.026038758381161764,0.7752338430098757,0.6194720281353666,0.9701608531976093,0.08987571441239707,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Proteobacteria bacterium CAG:139,Proteobacteria bacterium CAG:139,Condition,CRC,Control,none,671,664,0.28315946348733234,0.3373493975903614,-0.05418993410302908,10,10,4.78645135503806,0.028684465101093015,0.7651422750209554,0.6018494901205397,0.9727393819125605,0.09591368018177977,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides stercoris,Bacteroides stercoris,Condition,CRC,Control,none,671,664,0.6125186289120715,0.5496987951807228,0.0628198337313487,10,10,4.629869261700901,0.031419957790954856,1.2777983082461726,1.0219388421531306,1.5977164671779072,0.10187683283733848,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_[Ruminococcus] lactaris,[Ruminococcus] lactaris,Condition,CRC,Control,none,671,664,0.3412816691505216,0.4036144578313253,-0.06233278868080372,10,10,4.422567651923683,0.035466628849015414,0.7743303123427379,0.6099016917428912,0.9830886530243675,0.11096121045667053,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Firmicutes bacterium CAG:110,Firmicutes bacterium CAG:110,Condition,CRC,Control,none,671,664,0.28614008941877794,0.3433734939759036,-0.05723340455712567,10,10,4.383156475996784,0.03629572304657447,0.7710659679569865,0.6041567616470803,0.9840868540816697,0.11096121045667053,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Phocaeicola coprocola,Phocaeicola coprocola,Condition,CRC,Control,none,671,664,0.21311475409836064,0.16265060240963855,0.05046415168872209,10,10,4.128768105757754,0.04216003087368192,1.340064474452101,1.0094553353925833,1.7789522059341032,0.12530898065233237,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Akkermansia muciniphila,Akkermansia muciniphila,Condition,CRC,Control,none,671,664,0.5409836065573771,0.49849397590361444,0.042489630653762656,10,10,4.006029429015875,0.0453378028164122,1.2616925265844692,1.0048045937838406,1.5842563235549394,0.13111202436097583,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,Condition,CRC,Control,none,671,664,0.18628912071535023,0.2319277108433735,-0.045638590128023265,10,10,3.826651074346959,0.05044362613581166,0.7614739417814175,0.5795721410355931,1.0004665907095764,0.1420386314876802,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,Condition,CRC,Control,none,671,664,0.518628912071535,0.46686746987951805,0.051761442192017004,10,10,3.6042585623866135,0.057631762033509615,1.2390279551331442,0.9909769201955466,1.5491685450136277,0.15751504706489733,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bifidobacterium bifidum,Bifidobacterium bifidum,Condition,CRC,Control,none,671,664,0.19523099850968703,0.24246987951807228,-0.04723888100838525,10,10,3.5401926320506667,0.05989850439346589,0.7744151391203377,0.5933614164808837,1.0107141971845637,0.15751504706489733,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,Condition,CRC,Control,none,671,664,0.9210134128166915,0.891566265060241,0.02944714775645052,10,10,3.506733105547701,0.06111986506089018,1.4246712118398104,0.9799970581392446,2.0711164844708363,0.15751504706489733,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Condition,CRC,Control,none,671,664,0.5171385991058122,0.463855421686747,0.053283177419065186,10,10,3.4876488960535914,0.061828336231081193,1.2359434213689482,0.9893019832509605,1.5440746775877832,0.15751504706489733,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,Condition,CRC,Control,none,671,664,0.4262295081967213,0.4623493975903614,-0.03611988939364014,10,10,3.183913784799759,0.07436640703259911,0.8155127326828014,0.651060774706223,1.0215037412872316,0.17940468389496594,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,Condition,CRC,Control,none,671,664,0.7704918032786885,0.7364457831325302,0.03404602014615832,10,10,3.1836913091886947,0.0743765313434922,1.278059615793759,0.9757266437252186,1.674071720832187,0.17940468389496594,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,Condition,CRC,Control,none,671,664,0.8479880774962743,0.8087349397590361,0.03925313773723815,10,10,3.129677980309749,0.07687892473037206,1.3198180771240011,0.9703103315662834,1.7952192201143253,0.17940468389496594,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Alistipes finegoldii,Alistipes finegoldii,Condition,CRC,Control,none,671,664,0.6929955290611028,0.6566265060240963,0.03636902303700651,10,10,3.1244213981539932,0.07712724728194797,1.249657267682234,0.9759633470082025,1.6001044418914039,0.17940468389496594,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Desulfovibrio piger,Desulfovibrio piger,Condition,CRC,Control,none,671,664,0.20715350223546944,0.1686746987951807,0.03847880344028873,10,10,2.944881624010189,0.08615001087772467,1.2780257730787563,0.9642053157628675,1.6939855546857943,0.196128748168437,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Parasutterella excrementihominis,Parasutterella excrementihominis,Condition,CRC,Control,none,671,664,0.4113263785394933,0.45933734939759036,-0.04801097085809708,10,10,2.8482621107157153,0.09147276815716532,0.8268786910590004,0.6624801206667065,1.032073791194452,0.20390804568368104,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,Condition,CRC,Control,none,671,664,0.20417287630402384,0.1746987951807229,0.029474081123300938,10,10,2.4462847608567553,0.11780339765134507,1.2520265368613093,0.9447813742421717,1.659188561229103,0.2569435739874513,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides eggerthii,Bacteroides eggerthii,Condition,CRC,Control,none,671,664,0.32786885245901637,0.2876506024096386,0.04021825004937779,10,10,2.393258286576588,0.12185940449066968,1.2070494956581905,0.9502145479585179,1.5333047553301582,0.2569435739874513,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides intestinalis,Bacteroides intestinalis,Condition,CRC,Control,none,671,664,0.22205663189269748,0.24849397590361447,-0.02643734401091699,10,10,2.3854651769881237,0.12246843246130856,0.8137190846298128,0.6258048633300307,1.0580594487032426,0.2569435739874513,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Streptococcus thermophilus,Streptococcus thermophilus,Condition,CRC,Control,none,671,664,0.4157973174366617,0.4759036144578313,-0.0601062970211696,10,10,2.2128322665673243,0.1368671894865604,0.828397083827887,0.6462455268260117,1.0618901021489062,0.2767931400984929,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_[Eubacterium] siraeum,[Eubacterium] siraeum,Condition,CRC,Control,none,671,664,0.46646795827123694,0.44879518072289154,0.017672777548345397,10,10,2.2101747001157217,0.13710314416093572,1.2051107622155008,0.942070095705958,1.5415964861078868,0.2767931400984929,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Alistipes inops,Alistipes inops,Condition,CRC,Control,none,671,664,0.2488822652757079,0.22590361445783133,0.02297865081787656,10,10,2.035943396185456,0.15361884455288743,1.2094834216418313,0.931089985811363,1.57111575628395,0.30439289568812883,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides finegoldii,Bacteroides finegoldii,Condition,CRC,Control,none,671,664,0.29508196721311475,0.2560240963855422,0.03905787082757256,10,10,2.0033021032393945,0.15695694900877122,1.1918182852794288,0.9348191730225757,1.5194712155225498,0.3053526098897913,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Coprococcus catus,Coprococcus catus,Condition,CRC,Control,none,671,664,0.6318926974664679,0.6039156626506024,0.027977034815865554,10,10,1.7323555607248093,0.18811035004249943,1.1695545461103454,0.9264858099424406,1.4763937252448114,0.3594251331169186,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,Condition,CRC,Control,none,671,664,0.5767511177347243,0.6204819277108434,-0.04373080997611911,10,10,1.6272559219451872,0.2020830135832029,0.8595898417796466,0.6811793200034649,1.08472860874138,0.3793488149719774,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Odoribacter splanchnicus,Odoribacter splanchnicus,Condition,CRC,Control,none,671,664,0.7406855439642325,0.7183734939759037,0.022312049988328808,10,10,1.4571425184072266,0.22738532373005282,1.1721966581584284,0.9055689413315668,1.5173278838134223,0.4194867179157871,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Anaerobutyricum hallii,Anaerobutyricum hallii,Condition,CRC,Control,none,671,664,0.8137108792846498,0.8433734939759037,-0.029662614691253864,10,10,1.3146820966561044,0.25154868281360343,0.8389820538318825,0.6213311569267954,1.1328755669255701,0.4561984586619588,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Barnesiella intestinihominis,Barnesiella intestinihominis,Condition,CRC,Control,none,671,664,0.5588673621460507,0.5436746987951807,0.015192663350869995,10,10,1.2591415766394123,0.26181364097119575,1.1407802615858118,0.9062435568465059,1.4360152912449484,0.4657879602949579,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,Condition,CRC,Control,none,671,664,0.2533532041728763,0.2816265060240964,-0.028273301851220067,10,10,1.2307225786945835,0.26726655973966096,0.8683150229705188,0.6767188250701203,1.1141569455204199,0.4657879602949579,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,Condition,CRC,Control,none,671,664,0.5722801788375559,0.6114457831325302,-0.03916560429497429,10,10,1.2172763752771207,0.2698958274606298,0.876358012971427,0.6933042657836496,1.107743605228139,0.4657879602949579,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Condition,CRC,Control,none,671,664,0.940387481371088,0.9548192771084337,-0.014431795737345765,10,10,1.053346607724371,0.3047375901319844,0.7806384977545783,0.48608793136930833,1.2536753637553941,0.5175701927638466,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Eubacterium ventriosum,Eubacterium ventriosum,Condition,CRC,Control,none,671,664,0.5439642324888226,0.5737951807228916,-0.029830948234068955,10,10,0.9931611941225224,0.3189709764983827,0.8951749511803393,0.7188052557672648,1.1148196076632202,0.5332796013332336,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Klebsiella pneumoniae,Klebsiella pneumoniae,Condition,CRC,Control,none,671,664,0.26527570789865873,0.22740963855421686,0.037866069344441866,10,10,0.9329849776471856,0.33408847984263723,1.1403657078707916,0.8734321490099334,1.4888780418281375,0.549961036048649,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides ovatus,Bacteroides ovatus,Condition,CRC,Control,none,671,664,0.8107302533532041,0.7891566265060241,0.021573626847180005,10,10,0.8933150762876784,0.34458053201252115,1.143034434487282,0.8654517446711494,1.5096482576508172,0.5558723795891575,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_[Eubacterium] rectale,[Eubacterium] rectale,Condition,CRC,Control,none,671,664,0.7719821162444114,0.7590361445783133,0.012945971666098122,10,10,0.8804822799570231,0.34806962086423876,1.1365687756776923,0.8701819297374731,1.4845040303643293,0.5558723795891575,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Coprococcus eutactus,Coprococcus eutactus,Condition,CRC,Control,none,671,664,0.21758569299552907,0.24397590361445784,-0.026390210618928767,10,10,0.7790275681501831,0.3774387090777579,0.8833054268124518,0.6708411470813803,1.1630599590243642,0.5939109098723544,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,Condition,CRC,Control,none,671,664,0.8554396423248882,0.875,-0.019560357675111772,10,10,0.7606204527454555,0.3831344232861543,0.8674963559621774,0.6307478170597748,1.1931074626871665,0.5941359897336017,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Anaerostipes hadrus,Anaerostipes hadrus,Condition,CRC,Control,none,671,664,0.849478390461997,0.8704819277108434,-0.021003537248846404,10,10,0.7100068683280033,0.39944153178637787,0.8697456114601178,0.6284209191785687,1.2037432325501298,0.5975662880618631,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Phocaeicola dorei,Phocaeicola dorei,Condition,CRC,Control,none,671,664,0.6453055141579732,0.6686746987951807,-0.023369184637207496,10,10,0.707912931704971,0.400137539849476,0.904762415387797,0.7161849291403789,1.1429939321411053,0.5975662880618631,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bacteroides xylanisolvens,Bacteroides xylanisolvens,Condition,CRC,Control,none,671,664,0.7347242921013413,0.7108433734939759,0.02388091860736541,10,10,0.686005072207233,0.4075265367751094,1.1112149274119225,0.8644841117839663,1.4283647299832147,0.5975662880618631,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Acidaminococcus intestini,Acidaminococcus intestini,Condition,CRC,Control,none,671,664,0.19374068554396423,0.1716867469879518,0.022053938556012426,10,10,0.6855403981252763,0.407685411481458,1.1258845176467762,0.8496294879852809,1.4919632204416549,0.5975662880618631,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bifidobacterium longum,Bifidobacterium longum,Condition,CRC,Control,none,671,664,0.7824143070044709,0.8012048192771084,-0.018790512272637505,10,10,0.6119414625401014,0.43405775026734383,0.8976526525163506,0.685339350408124,1.1757391197365112,0.6060938023515172,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Oscillibacter sp. CAG:241,Oscillibacter sp. CAG:241,Condition,CRC,Control,none,671,664,0.4977645305514158,0.4864457831325301,0.011318747418885666,10,10,0.6099215617624875,0.4348173450511612,1.0982678149599487,0.8681780084420108,1.3893374188796523,0.6060938023515172,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Veillonella parvula,Veillonella parvula,Condition,CRC,Control,none,671,664,0.503725782414307,0.4789156626506024,0.024810119763704563,10,10,0.6066917442830705,0.4360361528845297,1.0923211413143044,0.8743592218855896,1.3646170199807315,0.6060938023515172,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Dorea longicatena,Dorea longicatena,Condition,CRC,Control,none,671,664,0.7853949329359166,0.7740963855421686,0.011298547393747915,10,10,0.6063617838551827,0.43616096057071796,1.113108012697589,0.8504618140105659,1.456866642946279,0.6060938023515172,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Blautia wexlerae,Blautia wexlerae,Condition,CRC,Control,none,671,664,0.8956780923994039,0.9096385542168675,-0.013960461817463576,10,10,0.5180068384125337,0.47169314854193667,0.8721952543438012,0.6007382865053749,1.2663160960243571,0.6470662422306055,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Roseburia inulinivorans,Roseburia inulinivorans,Condition,CRC,Control,none,671,664,0.7943368107302533,0.8117469879518072,-0.017410177221553913,10,10,0.49640303398329216,0.48108487595787586,0.9039821052494118,0.6832015149685583,1.196109242598454,0.6472725786656987,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Coprococcus comes,Coprococcus comes,Condition,CRC,Control,none,671,664,0.6780923994038748,0.6701807228915663,0.007911676512308508,10,10,0.48996679929988396,0.48394211489024197,1.092413425328225,0.8525865858441976,1.3997019325089666,0.6472725786656987,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Eggerthella lenta,Eggerthella lenta,Condition,CRC,Control,none,671,664,0.7078986587183308,0.6912650602409639,0.016633598477366895,10,10,0.47490456209337917,0.49073945143938313,1.0876070527418853,0.8565850430326429,1.380935974536754,0.648260756839679,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Alistipes putredinis,Alistipes putredinis,Condition,CRC,Control,none,671,664,0.7302533532041728,0.7213855421686747,0.008867811035498163,10,10,0.457029468957245,0.49901553686175393,1.0921602531495984,0.8464448221614662,1.409204696313041,0.6511544200513131,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Gordonibacter pamelaeae,Gordonibacter pamelaeae,Condition,CRC,Control,none,671,664,0.767511177347243,0.7560240963855421,0.011487080961700813,10,10,0.41810715899811723,0.5178830493372475,1.088735762088758,0.8407461050862142,1.4098733880300736,0.658625125721599,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Phocaeicola vulgatus,Phocaeicola vulgatus,Condition,CRC,Control,none,671,664,0.8777943368107303,0.8674698795180723,0.010324457292657963,10,10,0.41425978537175895,0.5198152866782524,1.1187106440941903,0.7961657002595568,1.5719259254720896,0.658625125721599,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Gemmiger formicilis,Gemmiger formicilis,Condition,CRC,Control,none,671,664,0.7078986587183308,0.7289156626506024,-0.021017003932271572,10,10,0.40756722509748816,0.5232068755732329,0.9232422678375636,0.7224917489101655,1.1797730374189113,0.658625125721599,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_[Ruminococcus] torques,[Ruminococcus] torques,Condition,CRC,Control,none,671,664,0.6408345752608048,0.6340361445783133,0.00679843068249153,10,10,0.3709691466795633,0.5424764735530178,1.076057745343569,0.8489251038352157,1.3639604555016722,0.668136143611815,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Phascolarctobacterium faecium,Phascolarctobacterium faecium,Condition,CRC,Control,none,671,664,0.3949329359165425,0.3629518072289157,0.031981128687626814,10,10,0.3695477559502359,0.5432508831236252,1.0745500830679156,0.8518646961228875,1.355447509770609,0.668136143611815,False
CRC_vs_Control__all,"CRC vs Control, all samples",PA_Bifidobacterium adolescentis,Bifidobacterium adolescentis,Condition,CRC,Control,none,671,664,0.5678092399403875,0.588855421686747,-0.021046181746359527,10,10,0.35581025357624985,0.5508423714747834,0.934050703453794,0.7463569949175556,1.1689455884565005,0.6697742471341117,False
