comparison,description,feature,species,group_col,group1,group2,filters,n_group1,n_group2,prevalence_group1,prevalence_group2,prevalence_diff_group1_minus_group2,n_strata_total,n_strata_used,cmh_statistic,p_value,common_odds_ratio,common_odds_ratio_ci_low,common_odds_ratio_ci_high,q_value_bh,significant_fdr_0_05
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Odoribacter splanchnicus,Odoribacter splanchnicus,Condition,CRC,Control,Gender=Male,426,371,0.744131455399061,0.7250673854447439,0.019064069954317087,10,10,1.2718834960564611,0.25941363451713484,1.2167733848422986,0.865763289808804,1.7100949965059706,0.45503703103825294,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Phocaeicola vulgatus,Phocaeicola vulgatus,Condition,CRC,Control,Gender=Male,426,371,0.8826291079812206,0.8706199460916442,0.012009161889576458,10,10,1.229097344352135,0.26758265493699884,1.2912126941206747,0.8240804255788512,2.02314018111433,0.4617958722299819,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Blautia wexlerae,Blautia wexlerae,Condition,CRC,Control,Gender=Male,426,371,0.892018779342723,0.9191374663072777,-0.02711868696455466,10,10,1.0958801710182657,0.2951720156134636,0.7711465249894802,0.4743075561147362,1.2537581477186073,0.4975472312858324,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides eggerthii,Bacteroides eggerthii,Condition,CRC,Control,Gender=Male,426,371,0.3333333333333333,0.3018867924528302,0.03144654088050314,10,10,1.0849252814714905,0.29759834394666607,1.1778274796639305,0.8653259107636062,1.6031850596352588,0.4975472312858324,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Coprococcus comes,Coprococcus comes,Condition,CRC,Control,Gender=Male,426,371,0.6807511737089202,0.660377358490566,0.02037381521835424,10,10,1.0308766667379152,0.3099528527902179,1.180503362140895,0.8564070318334006,1.6272498195660023,0.5102300807469741,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Proteobacteria bacterium CAG:139,Proteobacteria bacterium CAG:139,Condition,CRC,Control,Gender=Male,426,371,0.2793427230046948,0.30997304582210244,-0.03063032281740763,10,10,0.9411417593415503,0.3319843832590208,0.8534758962998311,0.619862921152616,1.1751325667460855,0.5362948365883584,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Veillonella parvula,Veillonella parvula,Condition,CRC,Control,Gender=Male,426,371,0.4812206572769953,0.4555256064690027,0.025695050807992614,10,10,0.9263591601364424,0.3358107855272898,1.1515813539421753,0.8631832714220037,1.5363360929859287,0.5362948365883584,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Dorea formicigenerans,Dorea formicigenerans,Condition,CRC,Control,Gender=Male,426,371,0.7934272300469484,0.7735849056603774,0.019842324386570964,10,10,0.8159312816174176,0.36637245549314557,1.1773403593608158,0.8261516720625999,1.6778157917652003,0.5755385118609833,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Flavonifractor plautii,Flavonifractor plautii,Condition,CRC,Control,Gender=Male,426,371,0.8873239436619719,0.876010781671159,0.011313161990812892,10,10,0.7998385085939257,0.3711416571813817,1.2391002437342644,0.7723562754037834,1.9879030739015247,0.5755385118609833,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,Condition,CRC,Control,Gender=Male,426,371,0.16901408450704225,0.1347708894878706,0.03424319501917164,10,10,0.7688563605066752,0.3805710790198764,1.2031157125524015,0.7967123223047415,1.8168256938754994,0.5769600741416683,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_[Ruminococcus] torques,[Ruminococcus] torques,Condition,CRC,Control,Gender=Male,426,371,0.6690140845070423,0.6495956873315364,0.019418397175505864,10,10,0.7615539150138779,0.3828426660192378,1.1443566718198093,0.8428885071420292,1.5536481767663337,0.5769600741416683,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Gemmiger formicilis,Gemmiger formicilis,Condition,CRC,Control,Gender=Male,426,371,0.7300469483568075,0.7115902964959568,0.01845665186085066,10,10,0.6765607718567104,0.410773531582867,1.1443059772117876,0.8308490868781132,1.5760216748901843,0.6104551094356496,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bifidobacterium adolescentis,Bifidobacterium adolescentis,Condition,CRC,Control,Gender=Male,426,371,0.6009389671361502,0.6415094339622641,-0.04057046682611387,10,10,0.5775090790431148,0.44729034204924933,0.8910400218816822,0.6615502438077735,1.2001391096540919,0.6556173506749271,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bifidobacterium longum,Bifidobacterium longum,Condition,CRC,Control,Gender=Male,426,371,0.7863849765258216,0.8113207547169812,-0.024935778191159552,10,10,0.5397808990024463,0.4625235431845639,0.8751632158413135,0.6141773537701841,1.2470512786902619,0.6687840421722748,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_[Ruminococcus] gnavus,[Ruminococcus] gnavus,Condition,CRC,Control,Gender=Male,426,371,0.7300469483568075,0.7196765498652291,0.010370398491578392,10,10,0.4688677558563612,0.4935085154179867,1.1216031158242912,0.8090513784801623,1.554899457423771,0.6920356630746126,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Barnesiella intestinihominis,Barnesiella intestinihominis,Condition,CRC,Control,Gender=Male,426,371,0.5633802816901409,0.5606469002695418,0.0027333814205990903,10,10,0.4640068088767852,0.4957573152078054,1.1095994340434998,0.8228472846502395,1.4962811775613931,0.6920356630746126,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Gordonibacter pamelaeae,Gordonibacter pamelaeae,Condition,CRC,Control,Gender=Male,426,371,0.7394366197183099,0.7277628032345014,0.011673816483808497,10,10,0.45512316109809803,0.4999120341016705,1.117555063976662,0.807700588337186,1.546277592283365,0.6920356630746126,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,Condition,CRC,Control,Gender=Male,426,371,0.57981220657277,0.6145552560646901,-0.034743049491920086,10,10,0.43919411924900587,0.5075116763311833,0.9029317540057196,0.6671514312370906,1.2220400260253823,0.6920356630746126,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Coprobacter fastidiosus,Coprobacter fastidiosus,Condition,CRC,Control,Gender=Male,426,371,0.32629107981220656,0.31536388140161725,0.010927198410589312,10,10,0.4321369901072195,0.5109422185317233,1.1104050427304442,0.8123523210856582,1.5178135482808404,0.6920356630746126,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Anaerostipes hadrus,Anaerostipes hadrus,Condition,CRC,Control,Gender=Male,426,371,0.8474178403755869,0.8733153638814016,-0.025897523505814757,10,10,0.4111381929492759,0.521392368218728,0.8703537120096091,0.5698359945858283,1.3293572031361192,0.6973622924925488,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Phocaeicola dorei,Phocaeicola dorei,Condition,CRC,Control,Gender=Male,426,371,0.6572769953051644,0.6900269541778976,-0.03274995887273324,10,10,0.34963397714167344,0.554320399880073,0.9108035055062885,0.6683527091846064,1.2412054507187,0.7322504047798495,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Anaerobutyricum hallii,Anaerobutyricum hallii,Condition,CRC,Control,Gender=Male,426,371,0.8098591549295775,0.8382749326145552,-0.028415777684977717,10,10,0.32704416328927793,0.5674047974187131,0.8934514465245244,0.6076540276670868,1.313667730240245,0.7403940649244183,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides intestinalis,Bacteroides intestinalis,Condition,CRC,Control,Gender=Male,426,371,0.24882629107981222,0.261455525606469,-0.01262923452665679,10,10,0.30784358509268617,0.579006472062987,0.9120708488149463,0.6577809747405089,1.264665998566143,0.7420041314749288,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Intestinibacter bartlettii,Intestinibacter bartlettii,Condition,CRC,Control,Gender=Male,426,371,0.38497652582159625,0.37735849056603776,0.007618035255558486,10,10,0.30219772092979846,0.582507916298075,1.0905352676995363,0.8015100417411073,1.4837832443285097,0.7420041314749288,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Klebsiella variicola,Klebsiella variicola,Condition,CRC,Control,Gender=Male,426,371,0.2112676056338028,0.18598382749326145,0.025283778140541363,10,10,0.2054921469027186,0.6503237932587367,1.0907545570795152,0.7503205199459553,1.5856496952468064,0.8186428926904097,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Roseburia inulinivorans,Roseburia inulinivorans,Condition,CRC,Control,Gender=Male,426,371,0.8075117370892019,0.8247978436657682,-0.017286106576566374,10,10,0.1091863176214152,0.7410724098505543,0.938555592638058,0.6448107080588396,1.3661165819097945,0.9206399147067371,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Ruminococcus bromii,Ruminococcus bromii,Condition,CRC,Control,Gender=Male,426,371,0.6220657276995305,0.6253369272237197,-0.0032711995241891945,10,10,0.10274701259246725,0.7485576876587489,1.0528172606844701,0.7689438860877825,1.4414890402920948,0.9206399147067371,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,Condition,CRC,Control,Gender=Male,426,371,0.5727699530516432,0.5983827493261455,-0.025612796274502303,10,10,0.09373968657141178,0.7594756881839343,0.9534259564720992,0.7025050883980641,1.2939707761371455,0.9234533935872837,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Acidaminococcus intestini,Acidaminococcus intestini,Condition,CRC,Control,Gender=Male,426,371,0.2323943661971831,0.2183288409703504,0.014065525226832687,10,10,0.07611798169093041,0.7826288108651366,1.0483839237785733,0.7474151422866315,1.4705466740675857,0.9289027473388667,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Eubacterium ventriosum,Eubacterium ventriosum,Condition,CRC,Control,Gender=Male,426,371,0.5516431924882629,0.5741239892183289,-0.022480796730065977,10,10,0.07248818506324767,0.7877478481235474,0.9615557598793046,0.7217509985634483,1.2810366472610948,0.9289027473388667,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Roseburia hominis,Roseburia hominis,Condition,CRC,Control,Gender=Male,426,371,0.7183098591549296,0.7169811320754716,0.0013287270794579698,10,10,0.07092037307219426,0.7900014019424006,1.043937497182881,0.7610950858081876,1.431891386957545,0.9289027473388667,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Dialister invisus,Dialister invisus,Condition,CRC,Control,Gender=Male,426,371,0.20892018779342722,0.22641509433962265,-0.017494906546195427,10,10,0.061877036987013016,0.803553431940067,0.9569350313140186,0.675508181593082,1.3556085316337192,0.9345675784520344,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides xylanisolvens,Bacteroides xylanisolvens,Condition,CRC,Control,Gender=Male,426,371,0.7253521126760564,0.7304582210242587,-0.005106108348202354,10,10,0.03448746402002072,0.852673748544968,1.0317707080523384,0.7405923181935293,1.437431590691491,0.9566391635144469,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Oscillibacter sp. 57_20,Oscillibacter sp. 57_20,Condition,CRC,Control,Gender=Male,426,371,0.5258215962441315,0.5444743935309974,-0.018652797286865863,10,10,0.03428173267301462,0.8531088219473751,0.9720267518986225,0.7197432662037705,1.3127403211287405,0.9566391635144469,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Lachnospira pectinoschiza,Lachnospira pectinoschiza,Condition,CRC,Control,Gender=Male,426,371,0.4671361502347418,0.4797843665768194,-0.012648216342077578,10,10,0.030707389856913656,0.8608947940404761,0.9745652892637616,0.729347271775007,1.3022294588506418,0.9566391635144469,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides ovatus,Bacteroides ovatus,Condition,CRC,Control,Gender=Male,426,371,0.8215962441314554,0.8301886792452831,-0.008592435113827679,10,10,0.028769977723085087,0.8653112338949985,1.0339482028965028,0.7029943027810355,1.520707752600221,0.9566391635144469,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Blautia obeum,Blautia obeum,Condition,CRC,Control,Gender=Male,426,371,0.8075117370892019,0.8113207547169812,-0.0038090176277792986,10,10,0.02794693690574419,0.8672336342140313,1.0321207720937655,0.7129330418591616,1.4942122550659855,0.9566391635144469,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,Condition,CRC,Control,Gender=Male,426,371,0.6384976525821596,0.6442048517520216,-0.005707199169861954,10,10,0.020101040617885715,0.887255252392348,1.0224317120502335,0.7527911599678119,1.388654199726083,0.9687378776120534,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Firmicutes bacterium CAG:110,Firmicutes bacterium CAG:110,Condition,CRC,Control,Gender=Male,426,371,0.3051643192488263,0.32345013477088946,-0.018285815522063154,10,10,0.013618337761547559,0.9070996653272576,0.9813154776310118,0.7141104351768017,1.3485030034601906,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,Condition,CRC,Control,Gender=Male,426,371,0.8755868544600939,0.8787061994609164,-0.00311934500082256,10,10,0.010124021699313295,0.9198535503792732,1.0219985054141039,0.6684087480216026,1.562638053676259,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Eggerthella lenta,Eggerthella lenta,Condition,CRC,Control,Gender=Male,426,371,0.6666666666666666,0.6819407008086253,-0.015274034141958714,10,10,0.009678756122324694,0.9216300237502327,0.9848599872771713,0.726524477138927,1.3350537043972366,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides uniformis,Bacteroides uniformis,Condition,CRC,Control,Gender=Male,426,371,0.9483568075117371,0.9568733153638814,-0.008516507852144306,10,10,0.005967895195037821,0.9384229532072299,1.0253138467083494,0.5463040980771304,1.924328387709528,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Coprococcus eutactus,Coprococcus eutactus,Condition,CRC,Control,Gender=Male,426,371,0.25586854460093894,0.2668463611859838,-0.010977816585044875,10,10,0.0029161958011684943,0.9569337198312718,1.0095428814025287,0.7148706497872419,1.4256800579151556,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Eubacterium ramulus,Eubacterium ramulus,Condition,CRC,Control,Gender=Male,426,371,0.6103286384976526,0.6226415094339622,-0.012312870936309617,10,10,0.0023337070864336657,0.9614704141464997,0.9927207537685871,0.7376961294718205,1.335908452804912,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides finegoldii,Bacteroides finegoldii,Condition,CRC,Control,Gender=Male,426,371,0.3051643192488263,0.3018867924528302,0.003277526795996133,10,10,0.001970131239427983,0.9645965931386976,1.0069990580930255,0.74054545345864,1.3693245948162125,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Streptococcus parasanguinis,Streptococcus parasanguinis,Condition,CRC,Control,Gender=Male,426,371,0.784037558685446,0.7978436657681941,-0.013806107082748098,10,10,0.0019483328625014588,0.964792869286494,1.0079570021320678,0.7087034141926211,1.4335719255769372,0.969700177001282,False
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Phocaeicola massiliensis,Phocaeicola massiliensis,Condition,CRC,Control,Gender=Male,426,371,0.3779342723004695,0.38005390835579517,-0.002119636055325669,10,10,0.0014428092168543216,0.969700177001282,0.9943432932180322,0.7423010504203927,1.3319644155261983,0.969700177001282,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Parvimonas micra,Parvimonas micra,Condition,CRC,Control,Gender=Female,245,293,0.3795918367346939,0.14334470989761092,0.23624712683708296,10,10,36.675959249739954,1.3948908694771944e-09,3.467041650622972,2.2783279245703882,5.275964744812176,1.492533230340598e-07,True
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Flavonifractor plautii,Flavonifractor plautii,Condition,CRC,Control,Gender=Female,245,293,0.9510204081632653,0.8498293515358362,0.10119105662742911,10,10,9.634342489876738,0.0019097255765152532,2.788168463173668,1.4297941777797554,5.437064648778908,0.10217031834356606,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_[Ruminococcus] gnavus,[Ruminococcus] gnavus,Condition,CRC,Control,Gender=Female,245,293,0.7959183673469388,0.6655290102389079,0.1303893571080309,10,10,8.821782744319929,0.0029765572077652402,1.806228612349687,1.2142568450208602,2.68679712488228,0.1061638737436269,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Firmicutes bacterium CAG:110,Firmicutes bacterium CAG:110,Condition,CRC,Control,Gender=Female,245,293,0.2530612244897959,0.36860068259385664,-0.11553945810406074,10,10,8.075173298285717,0.004487581541478214,0.5743886253181919,0.39092909840885876,0.8439440661689203,0.12004280623454223,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Roseburia intestinalis,Roseburia intestinalis,Condition,CRC,Control,Gender=Female,245,293,0.5306122448979592,0.6382252559726962,-0.10761301107473698,10,10,7.463467046633709,0.006296362446810977,0.6012842290648286,0.41685877529474097,0.867302658715666,0.1347421563617549,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Ruminococcus bicirculans,Ruminococcus bicirculans,Condition,CRC,Control,Gender=Female,245,293,0.47346938775510206,0.5802047781569966,-0.1067353904018945,10,10,6.457933009891579,0.011045806107814027,0.634717740533538,0.44559051800196897,0.9041184537643584,0.18456577051930897,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Phocaeicola plebeius,Phocaeicola plebeius,Condition,CRC,Control,Gender=Female,245,293,0.3836734693877551,0.27303754266211605,0.11063592672563904,10,10,5.960407566974199,0.014630658654893325,1.5643687980587033,1.0872842262263467,2.2507911706153756,0.18456577051930897,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Escherichia coli,Escherichia coli,Condition,CRC,Control,Gender=Female,245,293,0.746938775510204,0.6382252559726962,0.10871351953750785,10,10,5.954173395908774,0.014682485580909344,1.603847993851559,1.0969114155604212,2.345064834672585,0.18456577051930897,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Bacteroides fragilis,Bacteroides fragilis,Condition,CRC,Control,Gender=Female,245,293,0.5755102040816327,0.46075085324232085,0.11475935083931182,10,10,5.855978597421073,0.015524223688540006,1.5377455823468318,1.0831546325330998,2.1831245558144583,0.18456577051930897,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Lachnospira eligens,Lachnospira eligens,Condition,CRC,Control,Gender=Female,245,293,0.6448979591836734,0.7201365187713311,-0.07523855958765768,10,10,5.129241872365776,0.023526001383347372,0.6374039267005249,0.4313256305608981,0.9419420896572147,0.2517282148018169,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Bacteroides intestinalis,Bacteroides intestinalis,Condition,CRC,Control,Gender=Female,245,293,0.17551020408163265,0.23208191126279865,-0.056571707181166,10,10,4.622778309026738,0.03155009561840694,0.6127828463871872,0.39114788110439336,0.9600021755612302,0.2882430804571146,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Roseburia faecis,Roseburia faecis,Condition,CRC,Control,Gender=Female,245,293,0.6285714285714286,0.7030716723549488,-0.07450024378352027,10,10,4.568600472896003,0.03256315769709417,0.6477697308322241,0.4353582250708557,0.9638169213735657,0.2882430804571146,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Bacteroides caccae,Bacteroides caccae,Condition,CRC,Control,Gender=Female,245,293,0.673469387755102,0.5802047781569966,0.09326460959810545,10,10,4.444190583972117,0.035020187345256915,1.4660969243822042,1.0242655019216365,2.098518584927803,0.2882430804571146,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Gemmiger formicilis,Gemmiger formicilis,Condition,CRC,Control,Gender=Female,245,293,0.6693877551020408,0.7508532423208191,-0.08146548721877822,10,10,4.294760894667852,0.03822997138451467,0.6710102701296359,0.4584170188703909,0.9821947355465621,0.29218620986736216,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Bacteroides finegoldii,Bacteroides finegoldii,Condition,CRC,Control,Gender=Female,245,293,0.27755102040816326,0.19795221843003413,0.07959880197812913,10,10,4.115916559507625,0.042481500096323566,1.514985742855855,1.0116900030922584,2.2686611452532106,0.30017025166497757,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Proteobacteria bacterium CAG:139,Proteobacteria bacterium CAG:139,Condition,CRC,Control,Gender=Female,245,293,0.2897959183673469,0.3720136518771331,-0.08221773350978617,10,10,3.9861125481110555,0.045876794463656,0.6870248703075282,0.4751227976844114,0.9934340653015611,0.30017025166497757,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_[Ruminococcus] lactaris,[Ruminococcus] lactaris,Condition,CRC,Control,Gender=Female,245,293,0.3306122448979592,0.4129692832764505,-0.08235703837849129,10,10,3.9043306872150048,0.04816180806930237,0.67832027954507,0.46196632444181923,0.9959998755278319,0.30017025166497757,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Eubacterium sp. CAG:180,Eubacterium sp. CAG:180,Condition,CRC,Control,Gender=Female,245,293,0.39591836734693875,0.3037542662116041,0.09216410113533463,10,10,3.824639575458918,0.050504208918159654,1.4450625652676992,0.9967326709280078,2.0950510387041286,0.30017025166497757,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Coprococcus eutactus,Coprococcus eutactus,Condition,CRC,Control,Gender=Female,245,293,0.1510204081632653,0.2150170648464164,-0.06399665668315108,10,10,3.7344485050173044,0.05330125964144461,0.6250185455819122,0.3881528265422637,1.0064287971346086,0.30017025166497757,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Streptococcus salivarius,Streptococcus salivarius,Condition,CRC,Control,Gender=Female,245,293,0.8693877551020408,0.9078498293515358,-0.03846207424949499,10,10,3.5930091662714725,0.05802308744673079,0.5886986670175942,0.3379756473805983,1.025417432392755,0.31042351784000977,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Coprobacter fastidiosus,Coprobacter fastidiosus,Condition,CRC,Control,Gender=Female,245,293,0.2612244897959184,0.3310580204778157,-0.0698335306818973,10,10,3.5047127482898683,0.06119445691731129,0.6979910137863166,0.47630787997879237,1.0228498746402057,0.31180032810249086,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,Condition,CRC,Control,Gender=Female,245,293,0.49387755102040815,0.5631399317406144,-0.06926238072020624,10,10,3.3249336595852776,0.06823676731159145,0.7165374072332601,0.5013500031499412,1.0240866714645458,0.33187882283364933,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Eggerthella lenta,Eggerthella lenta,Condition,CRC,Control,Gender=Female,245,293,0.7795918367346939,0.7030716723549488,0.07652016437974507,10,10,2.910179503690799,0.0880220772839716,1.4202799058591173,0.9503106330453328,2.1226690945495887,0.40949401171238964,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,Condition,CRC,Control,Gender=Female,245,293,0.563265306122449,0.4709897610921502,0.09227554503029878,10,10,2.7707340058687095,0.09600212979520006,1.333663487786104,0.9434779658610082,1.8852144544049954,0.4130655746552754,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Megamonas funiformis,Megamonas funiformis,Condition,CRC,Control,Gender=Female,245,293,0.1469387755102041,0.09215017064846416,0.054788604861739934,10,10,2.762279248740225,0.09651064828394285,1.5620048119235064,0.922438320489331,2.6450104882653864,0.4130655746552754,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,Condition,CRC,Control,Gender=Female,245,293,0.31020408163265306,0.2627986348122867,0.04740544682036635,10,10,2.584778748000141,0.10789548393410286,1.3998870352730848,0.9278976003401864,2.1119611806380427,0.4440314146518849,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Dorea formicigenerans,Dorea formicigenerans,Condition,CRC,Control,Gender=Female,245,293,0.710204081632653,0.764505119453925,-0.054301037821271936,10,10,2.411062759574766,0.12048054815138176,0.7191173959988335,0.4752467221641194,1.0881291866113283,0.46706879824849407,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,Condition,CRC,Control,Gender=Female,245,293,0.22857142857142856,0.17406143344709898,0.05450999512432958,10,10,2.3885927347740306,0.12222361075661525,1.4043035862156101,0.9133419957285833,2.1591786772980717,0.46706879824849407,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Enterocloster bolteae,Enterocloster bolteae,Condition,CRC,Control,Gender=Female,245,293,0.6693877551020408,0.5836177474402731,0.08577000766176779,10,10,1.8039545068640785,0.1792351485653313,1.3003569213105461,0.8860659491558238,1.9083547047612308,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Klebsiella variicola,Klebsiella variicola,Condition,CRC,Control,Gender=Female,245,293,0.18775510204081633,0.20819112627986347,-0.02043602423904714,10,10,1.767449640540212,0.18369802128546087,0.7374842654331403,0.46943603179921883,1.1585881886332943,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Methanobrevibacter smithii,Methanobrevibacter smithii,Condition,CRC,Control,Gender=Female,245,293,0.2653061224489796,0.22866894197952217,0.03663718046945744,10,10,1.6845795065909726,0.19431705349737838,1.3152499303921745,0.8682470038875851,1.9923850835661434,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Akkermansia muciniphila,Akkermansia muciniphila,Condition,CRC,Control,Gender=Female,245,293,0.5020408163265306,0.5563139931740614,-0.054273176847530746,10,10,1.5551337564848795,0.21237915675814067,0.798645938485715,0.5601019159018449,1.138784419318976,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Oscillibacter sp. CAG:241,Oscillibacter sp. CAG:241,Condition,CRC,Control,Gender=Female,245,293,0.46530612244897956,0.5187713310580204,-0.05346520860904086,10,10,1.537112718371022,0.21504808339148274,0.7927375909660044,0.5487983558366247,1.1451070897844786,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Ruminococcus bromii,Ruminococcus bromii,Condition,CRC,Control,Gender=Female,245,293,0.6122448979591837,0.658703071672355,-0.04645817371317129,10,10,1.5008666679809128,0.2205380590438396,0.7906687246068002,0.5417866687413176,1.1538804258947768,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Eubacterium ventriosum,Eubacterium ventriosum,Condition,CRC,Control,Gender=Female,245,293,0.5306122448979592,0.5733788395904437,-0.04276659469248445,10,10,1.4320830987613322,0.23142477633162073,0.8103579456334066,0.5733219239795574,1.145394886511631,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,Condition,CRC,Control,Gender=Female,245,293,0.5714285714285714,0.6279863481228669,-0.056557776694295514,10,10,1.3787922257673457,0.24030698236671277,0.8005494290743473,0.552987752142671,1.158939571279901,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,Condition,CRC,Control,Gender=Female,245,293,0.2571428571428571,0.20819112627986347,0.04895173086299365,10,10,1.3546760323192844,0.24446230707813166,1.2710888095711126,0.8494015684216163,1.9021235913411239,0.6420183869950292,False
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Alistipes shahii,Alistipes shahii,Condition,CRC,Control,Gender=Female,245,293,0.6489795918367347,0.5938566552901023,0.05512293654663236,10,10,1.3518643928201257,0.24495244543972705,1.23976113210933,0.8596378172365156,1.787971205862067,0.6420183869950292,False
