Model,Algorithm,Species,Species_MeanAbsSHAP,Species_MaxStability,Species_BestRank,PA_SHAP,rCLR_SHAP,Dominant_Signal,SpeciesRank
OnlyFemale,RandomForest,Oscillibacter sp. 57_20,0.002436292267539802,0.0,59,0.0002514356304157995,0.0021848566371240026,rCLR,62
OnlyFemale,RandomForest,Bacteroides salyersiae,0.002423740912527863,0.0,57,0.00021273608028759134,0.0022110048322402714,rCLR,63
OnlyFemale,RandomForest,Phocaeicola dorei,0.0024033395897525866,0.0,62,0.00033059036103445344,0.002072749228718133,rCLR,64
OnlyFemale,RandomForest,Streptococcus thermophilus,0.0023711547334082637,0.1,45,0.00024026237437535847,0.002130892359032905,rCLR,65
OnlyFemale,RandomForest,Bacteroides intestinalis,0.0023564722854155676,0.0,92,0.0007712256418095714,0.0015852466436059962,rCLR,66
OnlyFemale,RandomForest,Bacteroides eggerthii,0.0022765291169707033,0.0,74,0.0004630378189366187,0.0018134912980340846,rCLR,67
OnlyFemale,RandomForest,Phocaeicola coprocola,0.0022748523715034113,0.0,61,0.00017540263441238895,0.0020994497370910225,rCLR,68
OnlyFemale,RandomForest,Odoribacter splanchnicus,0.0022498551168542154,0.0,67,0.00027590774211490955,0.0019739473747393058,rCLR,69
OnlyFemale,RandomForest,Anaerotignum lactatifermentans,0.0022421092678058547,0.0,86,0.0005821809731289811,0.0016599282946768734,rCLR,70
OnlyFemale,RandomForest,Enterocloster bolteae,0.0022385547250234655,0.0,78,0.0005246812902555227,0.0017138734347679429,rCLR,71
OnlyFemale,RandomForest,Bacteroides xylanisolvens,0.0022328805037802996,0.0,80,0.0005350167230754372,0.0016978637807048623,rCLR,72
OnlyFemale,RandomForest,Firmicutes bacterium CAG:145,0.002223425777104571,0.0,63,0.00018660842170844263,0.0020368173553961286,rCLR,73
OnlyFemale,RandomForest,Fusicatenibacter saccharivorans,0.0022167509168706007,0.0,64,0.00021304916117269283,0.002003701755697908,rCLR,74
OnlyFemale,RandomForest,Alistipes putredinis,0.0022142575352011307,0.0,65,0.00021257316187030012,0.0020016843733308303,rCLR,75
