comparison,stratum,species,feature,study,group1,group0,n_group1,n_group0,mean_group1,mean_group0,sd_group1,sd_group0,hedges_g,variance,se
CRC_vs_Control,All,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,ThomasAM_2019_c,CRC,Control,40,40,-0.19285756830787354,-0.16661226869099416,0.5988797751760209,0.9840645719537561,-0.03190912112562165,0.05000652687186545,0.22362139180289853
CRC_vs_Control,All,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,VogtmannE_2016,CRC,Control,52,52,-0.2809233861161461,-0.3997078731866601,1.1922920159466115,1.294729474628112,0.0947390571018516,0.03850553595634507,0.19622827511942584
CRC_vs_Control,All,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,WirbelJ_2018,CRC,Control,60,65,-0.47787451323295144,-0.6665624409349428,1.7082398024088834,1.0922433860817449,0.13193363417556728,0.03212204011561852,0.17922622608206232
CRC_vs_Control,All,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,YachidaS_2019,CRC,Control,258,251,-0.10045087685758869,-0.1356914537448999,0.6347816129685324,0.8623347874898531,0.04657011489797181,0.007862171569222233,0.08866888726730607
CRC_vs_Control,All,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,YuJ_2015,CRC,Control,74,54,-0.018373116975390794,0.022087587349038033,0.5970673685412723,1.0328642858123158,-0.04968483184768575,0.032041827994396054,0.17900231281856682
CRC_vs_Control,All,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,ZellerG_2014,CRC,Control,53,61,-0.14809943693187172,-0.5713962436384558,1.0582941555331506,1.4617289421290387,0.32588305556579306,0.03573547324904243,0.18903828514097992
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,FengQ_2015,CRC,Control,46,61,-0.38869747382288056,-0.08830479252961355,1.4359288944974276,1.089118101441664,-0.2386711245172179,0.03840382975143968,0.19596895098826161
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,HanniganGD_2017,CRC,Control,27,28,-0.10374966524314509,0.08497955444458886,0.4528344696421253,0.5621304163110226,-0.36376836905129845,0.073999694697759,0.2720288490174507
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,ThomasAM_2018a,CRC,Control,29,24,0.20638154471343062,0.09373354830666547,0.7809155835128471,1.3785637489573255,0.10165839987552171,0.0762507432311333,0.2761353712061048
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,ThomasAM_2018b,CRC,Control,32,28,0.026561282571599926,-0.12197125102452969,1.1635828453115,0.7176338291013795,0.14936311004659525,0.06715660759913736,0.2591459195108759
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,ThomasAM_2019_c,CRC,Control,40,40,-0.02186734942481201,-0.05048609286824037,0.6839316502120888,0.41553260628165045,0.05008643304277141,0.05001608109471121,0.22364275328011682
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,VogtmannE_2016,CRC,Control,52,52,-0.019261015499361673,0.2394377519365485,0.6538262015742414,0.5682184212376168,-0.41923856169315155,0.03932311185178622,0.19830055938344254
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,WirbelJ_2018,CRC,Control,60,65,-0.10417053438611369,-0.10590614372325828,1.3585104955651763,1.7029306710107448,0.00111483530768134,0.03205128710354938,0.1790287326200724
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,YachidaS_2019,CRC,Control,258,251,-0.03891571350409223,-0.12227671740815206,0.6836794592825493,0.899590204773941,0.10437533931413942,0.00787077653554899,0.08871739702870565
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,YuJ_2015,CRC,Control,74,54,-0.14788827804250523,-0.0013631686136477879,0.8310305165500667,0.809255911231598,-0.17720382263777457,0.03215663994773616,0.17932272568678004
CRC_vs_Control,All,Alistipes inops,rCLR_Alistipes inops,ZellerG_2014,CRC,Control,53,61,-0.0833075716644896,-0.3345372351759513,1.130585885883064,0.9792703702779502,0.2371560471404932,0.035512451931142455,0.18844747791133332
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,FengQ_2015,CRC,Control,46,61,-0.36068479648057555,-0.3997852518853043,0.8499756947008075,1.2480942858510713,0.03544162179742676,0.03813855452704596,0.19529094840019073
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,HanniganGD_2017,CRC,Control,27,28,-0.10070979392294523,-0.22113291993267978,0.6168594206052738,1.0383614757582367,0.13837909271966706,0.07293197155605782,0.2700592000951973
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,ThomasAM_2018a,CRC,Control,29,24,-0.25107531398236826,-0.3620767842598793,0.9099589636161696,0.8863804842223015,0.12159306670768197,0.07629437503119338,0.2762143642738252
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,ThomasAM_2018b,CRC,Control,32,28,-0.46990794259945046,-0.15674082134539136,1.148704839654694,0.5478264700754794,-0.3362623859462941,0.06793904771602963,0.2606511993374088
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,ThomasAM_2019_c,CRC,Control,40,40,0.10487383441622067,0.02591349987471634,1.1483420218327631,1.0540528626058454,0.070947398190033,0.050032266239166255,0.22367893561792146
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,VogtmannE_2016,CRC,Control,52,52,0.2702080021431439,0.0005839599467412168,1.1240858440746289,1.46878620611312,0.20463987349884014,0.03866682021558563,0.1966388064843398
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,WirbelJ_2018,CRC,Control,60,65,-0.18393616651800368,0.03211799856150543,1.1706629169590093,0.9451159788488444,-0.2027102861757835,0.032218320507060375,0.17949462528738952
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,YachidaS_2019,CRC,Control,258,251,0.15515186790671692,0.11961967324995043,1.0551323626489304,1.0032618716315231,0.03445017488839849,0.007861203165818122,0.08866342631445122
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,YuJ_2015,CRC,Control,74,54,-0.3472885179374333,-0.285941848952566,1.3629366863584664,1.2712327145859115,-0.04601849920912012,0.032040435612466396,0.17899842349156708
CRC_vs_Control,All,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,ZellerG_2014,CRC,Control,53,61,0.007928843453586009,-0.07185749217873344,1.220980848893184,0.6506414560792204,0.08267233863248856,0.03529187927435523,0.18786132990680982
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,FengQ_2015,CRC,Control,46,61,-0.3728825257174507,-0.5758431038788718,1.0095101558491664,1.345503608563444,0.16612906018118934,0.03826399622267002,0.1956118509259345
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,HanniganGD_2017,CRC,Control,27,28,-0.05610393319407015,0.0,0.30195156498194897,0.0,-0.2615099179134271,0.07339648725289905,0.2709178607122444
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,ThomasAM_2018a,CRC,Control,29,24,0.22581523473850582,0.2520141782898557,0.6188762242220719,0.7106885393374437,-0.03899881048121239,0.07616433614244407,0.2759788690143578
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,ThomasAM_2018b,CRC,Control,32,28,-0.19655905044587846,-0.27093670957296184,0.852753348989789,0.8020182635713112,0.08849887881716864,0.06703180340007792,0.25890500844919534
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,ThomasAM_2019_c,CRC,Control,40,40,-0.0019507956351142441,0.24304710081773395,0.7676566612740032,0.9597602925680528,-0.2792006564182861,0.050499698759900014,0.2247213802910173
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,VogtmannE_2016,CRC,Control,52,52,-0.10027146472381822,0.5115613964856595,0.8608548435473778,0.9025982001785751,-0.6885955466235691,0.04078587094599832,0.20195512111852554
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,WirbelJ_2018,CRC,Control,60,65,-0.12072251714593628,-0.024397601304602966,1.0486368445688143,1.056815189112794,-0.09092635295924058,0.03208489018812135,0.1791225563353799
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,YachidaS_2019,CRC,Control,258,251,0.0073107682981162275,0.16155536892164196,0.7854878005926849,0.6816991273621059,-0.2092212078164286,0.007903201883027514,0.08889995434772457
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,YuJ_2015,CRC,Control,74,54,0.05735604183130056,0.1250238892254692,0.5815568156959247,0.3934064403019026,-0.13165121550382516,0.03210080997863376,0.17916698908737
CRC_vs_Control,All,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,ZellerG_2014,CRC,Control,53,61,-0.25707553501283803,0.06904600401175062,0.8335994131390547,0.49259826069855717,-0.481491264150541,0.03629633963988345,0.19051598263632227
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,FengQ_2015,CRC,Control,46,61,-0.33398138694044116,-0.09554418040170204,1.3605440239971147,0.9264835074879129,-0.20893037377400558,0.03834043925337793,0.19580714811614494
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,HanniganGD_2017,CRC,Control,27,28,-0.36210560366026256,-0.3195408315745566,0.8969300390352996,1.1051541552091102,-0.041610329430727885,0.07276765689769382,0.2697548088499885
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,ThomasAM_2018a,CRC,Control,29,24,-0.0907650273090665,-0.23913162296306853,0.9188163102243975,0.9989802127988936,0.15293343407276574,0.07637872563301602,0.2763670125630337
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,ThomasAM_2018b,CRC,Control,32,28,0.023594165993255138,-0.5764475824025836,0.33923918245897133,1.5332719361994929,0.5508625437826423,0.06958023004310195,0.26378064759019365
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,ThomasAM_2019_c,CRC,Control,40,40,-0.32631311421679127,-0.33293281178887735,1.0195015717150215,0.8065497014063111,0.007132014476384142,0.05000032606173392,0.22360752684499224
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,VogtmannE_2016,CRC,Control,52,52,-0.018776425685856087,-0.12657612042872968,0.7522120170013428,0.8683007555924508,0.13172569644664373,0.03854659561401078,0.19633286941826827
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,WirbelJ_2018,CRC,Control,60,65,-0.3308221010444429,-0.4542760845957747,1.5941457395846896,1.5244806651825347,0.07874015777097207,0.03207648535390724,0.179099093671373
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,YachidaS_2019,CRC,Control,258,251,-0.19864622008054772,-0.24815743942097715,0.7956317470533006,0.9335252581357391,0.057063060028282285,0.007863243972790458,0.0886749342982021
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,YuJ_2015,CRC,Control,74,54,-0.3502255928580544,-0.2876210045460937,1.1347532571705436,0.984931478731696,-0.057928179263605876,0.03204534819851138,0.17901214539385696
CRC_vs_Control,All,Dialister invisus,rCLR_Dialister invisus,ZellerG_2014,CRC,Control,53,61,-0.2596818859077075,-0.21795048078469856,0.9844853042243266,1.1381079875216293,-0.038756552985815144,0.03526807282267834,0.18779795745076233
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,FengQ_2015,CRC,Control,46,61,-1.0794807543951155,-1.2782758149780824,1.6192871955664874,2.003607721924438,0.10676196986112292,0.03818684981110784,0.19541455885145262
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,HanniganGD_2017,CRC,Control,27,28,-0.4188213050503861,-0.39035455615985043,1.2187083265719794,1.2484238449359633,-0.022741869882734002,0.07275620192722618,0.26973357582478713
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,ThomasAM_2018a,CRC,Control,29,24,-1.5329751774949076,-0.8034983345172281,2.084750082607262,1.742966058617457,-0.370827451320836,0.07749759194081816,0.27838389310593775
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,ThomasAM_2018b,CRC,Control,32,28,-1.3971833919698617,-0.8529444837567887,2.0944695553039963,1.7355860300015695,-0.27750750335918933,0.06762816859722236,0.2600541647373146
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,ThomasAM_2019_c,CRC,Control,40,40,-1.1597733382492985,-1.0792989850509453,1.5186594964753268,1.830252053549418,-0.04739171115332777,0.05001439727106437,0.2236389887096263
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,VogtmannE_2016,CRC,Control,52,52,-1.2204985645872053,-1.3079247312630555,2.073158173848404,1.7316588553694354,0.045434139925365456,0.0384716573883559,0.1961419317442242
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,WirbelJ_2018,CRC,Control,60,65,-1.265565992857215,-0.7703060727698388,1.8574189719443464,1.380378050622609,-0.3025864259499303,0.03242347125928673,0.1800651861390389
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,YachidaS_2019,CRC,Control,258,251,-1.321691498060283,-1.360915046375078,1.6543307316317288,1.7746503856166393,0.022840814550635417,0.007860547237079952,0.08865972725584008
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,YuJ_2015,CRC,Control,74,54,-1.1174020758456777,-1.7783126860941707,1.940065230912809,1.7289093309938923,0.35431806436938845,0.03253021175718469,0.18036133664725568
CRC_vs_Control,All,Enterocloster bolteae,rCLR_Enterocloster bolteae,ZellerG_2014,CRC,Control,53,61,-1.3028028538185137,-1.184293384573377,1.9447463868617838,1.5844011948491126,-0.06684887515505307,0.035281317026741525,0.18783321598359948
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,FengQ_2015,CRC,Control,46,61,0.09549800350513102,-0.284433239809702,1.7013549738875011,1.155205974649966,0.26652072975442453,0.038470826864346906,0.19613981458221813
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,HanniganGD_2017,CRC,Control,27,28,-0.25999823506723135,0.14976069588355975,0.7776249673918663,0.9046039588670983,-0.47819644907692843,0.07490860429764146,0.27369436292631505
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,ThomasAM_2018a,CRC,Control,29,24,0.5680171007981907,0.1558777914736561,1.363495482540552,1.2705819317638234,0.3070538802479886,0.07707375945770285,0.27762161201481206
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,ThomasAM_2018b,CRC,Control,32,28,-0.01681111299340357,0.19211580738134298,1.7161984040524125,1.2098367291910632,-0.13730460427301533,0.06712680773458372,0.2590884168282784
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,ThomasAM_2019_c,CRC,Control,40,40,0.8994978827749662,0.12411365151862949,1.0887259340153805,1.4430473550217204,0.6007593625306238,0.052313537254283345,0.22872152774560453
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,VogtmannE_2016,CRC,Control,52,52,0.9018048014349773,0.4199855536165548,2.2651153332363556,1.863539690220623,0.23059390270658348,0.03872219310842794,0.1967795545996279
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,WirbelJ_2018,CRC,Control,60,65,0.381696125179916,0.3562428869725948,1.8210263599745147,0.7648086623038624,0.018376982548663184,0.03205265487033731,0.17903255254376874
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,YachidaS_2019,CRC,Control,258,251,0.6888651993536237,0.48120361048367943,1.1571276881265768,1.2529684510073789,0.17202978375583794,0.007889218384702973,0.08882127214076013
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,YuJ_2015,CRC,Control,74,54,0.7468380536877979,0.6239454817231906,2.345124227259306,1.4008622716906358,0.06099036221007827,0.03204679323950234,0.1790161815018473
CRC_vs_Control,All,Bacteroides caccae,rCLR_Bacteroides caccae,ZellerG_2014,CRC,Control,53,61,0.630137576733502,0.6145483190576359,1.5009601150344283,1.012065433846422,0.01226200165349296,0.03526203838645159,0.1877818904645802
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,FengQ_2015,CRC,Control,46,61,-0.043804204287772576,-0.2276487933127471,0.48018080626342063,0.9013073371871191,0.2432586105740033,0.03841435758924959,0.19599581013187398
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,HanniganGD_2017,CRC,Control,27,28,-0.006535432511867538,0.0,0.033959103479976195,0.0,-0.2708633580735715,0.07344346387157644,0.2710045458503906
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,ThomasAM_2018a,CRC,Control,29,24,0.2723337055090465,0.03260874497281043,0.8601066504633498,0.9748125565669667,0.2585121491331295,0.0768046069662723,0.27713644106517693
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,ThomasAM_2018b,CRC,Control,32,28,0.02163567724778711,-0.1903051562074401,0.501472060228638,0.4561001099949425,0.43500838793957597,0.06859559862443906,0.2619076146744097
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,ThomasAM_2019_c,CRC,Control,40,40,-0.009386013542430061,0.03983922603190598,0.5879855734826642,0.1836483381611125,-0.11192155644726233,0.050080297658958835,0.22378627674403725
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,VogtmannE_2016,CRC,Control,52,52,0.19601671774934332,0.1796799707244306,0.7293302441191141,0.7460702218382244,0.021980859337775164,0.03846390688397585,0.19612217336134088
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,WirbelJ_2018,CRC,Control,60,65,0.007006211015835154,0.05218974952975155,0.8791372951798628,0.43963458335379274,-0.06541387712817727,0.032068676259903756,0.17907729130155994
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,YachidaS_2019,CRC,Control,258,251,0.008259690006588246,0.008671292905864268,0.385983161736501,0.3899552497715439,-0.0010594072359869657,0.007860033844115804,0.0886568319088597
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,YuJ_2015,CRC,Control,74,54,0.046035810128210286,0.04873705328737742,0.9022916962820069,1.1755088973817256,-0.002616783694046558,0.03203205920487688,0.17897502396948262
CRC_vs_Control,All,Desulfovibrio piger,rCLR_Desulfovibrio piger,ZellerG_2014,CRC,Control,53,61,0.07315672592884369,-0.3097785617287711,1.2520376477642021,1.0098347598790056,0.3369738577702935,0.0357682929584875,0.18912507226300668
CRC_vs_Control,All,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,FengQ_2015,CRC,Control,46,61,-0.4386878085094873,-0.31422545687044984,1.6066400984249478,1.096083133389446,-0.09228978516363238,0.03817313212652176,0.1953794567668816
CRC_vs_Control,All,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,HanniganGD_2017,CRC,Control,27,28,-0.44780202317444656,-0.3142434982306846,1.1573883464485,0.8670751895542298,-0.12909422307534998,0.0729085427365249,0.27001581941902014
CRC_vs_Control,All,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,ThomasAM_2018a,CRC,Control,29,24,-0.5215275293179985,0.06354056062284487,0.9071192524819464,0.9414913938208349,-0.6246585673699955,0.07997489906959883,0.2827983363982165
