contrast,group1_label,group0_label,n_group1,n_group0,feature,mean_group1,mean_group0,median_group1,median_group0,mean_diff_clr,median_diff_clr,abs_mean_diff,ranksum_stat,p_value,rank_biserial,fdr_bh,significant_fdr_0_05
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Limosilactobacillus,-1.9364286857722026,-1.9886734690597254,-2.340593483724614,-2.3218238403583897,0.0522447832875228,-0.01876964336622411,0.0522447832875228,0.3263581017466678,0.7441534335476458,0.012786926147704492,0.8585770460092079,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Harryflintia,-2.2095777525701474,-2.1615606739776783,-2.3654839263434813,-2.3518458795347774,-0.048017078592469176,-0.013638046808703841,0.048017078592469176,-0.37809780080406635,0.7053579419726599,-0.014814121756486998,0.8585770460092079,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Phocaeicola,5.320568186883358,5.353401483794985,6.254618364910073,6.266338659975341,-0.03283329691162695,-0.011720295065268616,0.03283329691162695,-0.3637698841420175,0.7160298530962337,-0.014252744510978022,0.8585770460092079,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Odoribacter,1.4175048697902344,1.4270179276134962,2.190431360988182,2.4202869915864675,-0.009513057823261839,-0.22985563059828573,0.009513057823261839,-0.32476611100644015,0.7453580948871146,-0.012724550898203568,0.8585770460092079,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Holdemania,-1.2283275510668863,-1.221424734228713,-1.1422250303867,-1.2987704693599487,-0.006902816838173287,0.15654543897324857,0.006902816838173287,0.32662343353670575,0.7439527174189517,0.012797322022621405,0.8585770460092079,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Erysipelatoclostridium,-0.5380634514322306,-0.4387291975704315,-0.8821554761795323,-0.9381747311234281,-0.09933425386179906,0.05601925494389581,0.09933425386179906,-0.29398762336203893,0.7687673608248412,-0.011518629407850978,0.8636769115439574,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Lactococcus,-1.8062124849349923,-1.7801403371291713,-2.2068169116943084,-2.1430879929660533,-0.02607214780582101,-0.06372891872825504,0.02607214780582101,-0.30247824064325307,0.7622875185198412,-0.011851297405189642,0.8636769115439574,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Ligilactobacillus,-1.9645121693452745,-1.8747377107665788,-2.418508886966471,-2.3437281951699585,-0.0897744585786957,-0.07478069179651259,0.0897744585786957,-0.2250013579521742,0.8219782178552475,-0.00881570192947434,0.904601161786562,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Streptococcus,2.9366417645161027,2.8483650061459085,3.0658196464894227,2.920698596310883,0.08827675837019422,0.1451210501785396,0.08827675837019422,0.2210213811016051,0.8250757849262049,0.008659763805721976,0.904601161786562,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Mogibacterium,-1.6633003490961018,-1.7045883379513278,-1.7193847026868865,-1.6108799479626805,0.041287988855226,-0.10850475472420595,0.041287988855226,-0.18732424376678655,0.8514064156453637,-0.007339487691284119,0.9115056920438599,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Bifidobacterium,3.6612850951442315,3.685434679879117,4.553531657205015,4.542862727239584,-0.024149584734885376,0.010668929965431673,0.024149584734885376,-0.19873351073841802,0.8424712090591316,-0.007786510312707939,0.9115056920438599,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Phascolarctobacterium,1.2819290388865177,1.399135378351314,0.393891273888034,2.1263535305369845,-0.11720633946479642,-1.7324622566489505,0.11720633946479642,-0.17060834099439626,0.8645317389245667,-0.006684547571523591,0.9147952121178554,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Hungatella,-1.4363091623665527,-1.3363684293923885,-1.380776213308061,-1.5521877993442068,-0.09994073297416417,0.1714115860361458,0.09994073297416417,0.11966463730711152,0.9047488143523464,0.0046885395874916025,0.9371142085657765,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Enterococcus,-1.6330173146949971,-1.6171456636373769,-2.1401157843841885,-2.1430879929660533,-0.01587165105762023,0.002972208581864866,0.01587165105762023,0.11780731477684593,0.9062203335581135,0.004615768463073877,0.9371142085657765,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Escherichia,0.9968395026680555,1.0946541897738997,0.604185838862838,0.2668649503181681,-0.09781468710584418,0.33732088854466996,0.09781468710584418,0.03183981480455295,0.9745997950981881,0.0012475049900200208,0.9854286817103902,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Parvimonas,-2.1724682197313583,-2.1598964426098606,-2.403087965092402,-2.331533693156866,-0.012571777121497707,-0.0715542719355362,0.012571777121497707,0.03688111881527384,0.9705797945068809,0.0014450266134398149,0.9854286817103902,False
Male_vs_Female__within_Control,Male_Control,Female_Control,501,384,Peptostreptococcus,-2.3616077632304036,-2.3446836420743993,-2.513387451418429,-2.5463312915034355,-0.01692412115600428,0.03294384008500639,0.01692412115600428,-0.01645057098235236,0.986874935386436,-0.0006445442448436145,0.986874935386436,False
