Feature_Type,N_Features,MeanAbsSHAP_Total,MeanAbsSHAP_Mean,Percent_TopN,Percent_SHAP_TopN
rCLR,18,0.14986849647740408,0.008326027582078004,90.0,78.35839802153909
PA,1,0.03573199086630286,0.03573199086630286,5.0,18.68238908252412
covariate,1,0.0056597990600661206,0.0056597990600661206,5.0,2.9592128959368056
