Model,Algorithm,Feature,Feature_Type,Species,MeanAbsSHAP_Mean,MeanAbsSHAP_Median,MeanSignedSHAP_Mean,MeanRank,MedianRank,BestRank,N_Folds_Evaluated,N_Folds_TopK,Total_Folds,StabilityScore,MeanAbsSHAP_Scaled,ConsensusScore,ConsensusRank
All,LASSO,PA_Bacteroides uniformis,PA,Bacteroides uniformis,0.0505325282600743,0.04273198308441234,0.0078026310260849805,125.9,124.0,73,10,0,10,0.0,0.05101006440548005,0.017853522541918018,125
All,LASSO,PA_[Ruminococcus] lactaris,PA,[Ruminococcus] lactaris,0.04991384244751233,0.053438872045239484,0.002124509140098433,122.5,104.5,65,10,0,10,0.0,0.050385531966035936,0.017634936188112578,126
All,LASSO,PA_Ruminococcus bromii,PA,Ruminococcus bromii,0.04844244495277107,0.048271480121073795,-0.005357313648332984,129.2,129.0,73,10,0,10,0.0,0.04890022965568003,0.017115080379488008,127
All,LASSO,rCLR_Lawsonibacter asaccharolyticus,rCLR,Lawsonibacter asaccharolyticus,0.047585928626829525,0.02818898078894229,0.0009719311756611643,144.5,152.0,36,10,0,10,0.0,0.04803561918683982,0.016812466715393937,128
All,LASSO,rCLR_Eubacterium ramulus,rCLR,Eubacterium ramulus,0.04674986991181146,0.05356920733717283,-0.004966710457230762,131.9,119.0,81,10,0,10,0.0,0.04719165965486584,0.016517080879203044,129
All,LASSO,rCLR_Phocaeicola dorei,rCLR,Phocaeicola dorei,0.04632097034023871,0.04151966085185823,-0.004658764446407589,136.4,130.5,58,10,0,10,0.0,0.046758706950484834,0.01636554743266969,130
All,LASSO,rCLR_Bifidobacterium pseudocatenulatum,rCLR,Bifidobacterium pseudocatenulatum,0.04574406915870784,0.03997028423429759,-0.004326442006222687,131.3,131.5,97,10,0,10,0.0,0.04617635400993866,0.016161723903478527,131
All,LASSO,PA_Megamonas funiformis,PA,Megamonas funiformis,0.04466450608823932,0.03579350908935368,-0.008522601768277101,130.9,133.0,74,10,0,10,0.0,0.04508658898826871,0.015780306145894048,132
All,LASSO,rCLR_Roseburia faecis,rCLR,Roseburia faecis,0.044083419721886855,0.04182832200248205,-0.00271936438073377,133.6,132.0,85,10,0,10,0.0,0.04450001131259351,0.015575003959407729,133
All,LASSO,rCLR_Phocaeicola coprocola,rCLR,Phocaeicola coprocola,0.04398430127268847,0.040814359457921716,0.004334663604931658,135.3,139.5,69,10,0,10,0.0,0.0443999561866881,0.015539984665340834,134
All,LASSO,rCLR_Coprococcus catus,rCLR,Coprococcus catus,0.04355323954684355,0.03534714741163209,0.0015962049861940274,140.1,142.5,64,10,0,10,0.0,0.04396482089551645,0.015387687313430756,135
All,LASSO,PA_Anaerostipes hadrus,PA,Anaerostipes hadrus,0.04270962511280985,0.040573942390386294,0.0025125399950000488,136.3,144.5,65,10,0,10,0.0,0.04311323424242093,0.015089631984847324,136
All,LASSO,PA_Firmicutes bacterium CAG:145,PA,Firmicutes bacterium CAG:145,0.04209506231103212,0.027354238821472338,0.008827351961477933,143.7,144.5,60,10,0,10,0.0,0.0424928637765192,0.01487250232178172,137
All,LASSO,rCLR_Blautia wexlerae,rCLR,Blautia wexlerae,0.041780988846183836,0.009054160455550055,-0.001152966270019278,157.9,187.0,34,10,0,10,0.0,0.042175822294100024,0.014761537802935007,138
All,LASSO,PA_Lawsonibacter asaccharolyticus,PA,Lawsonibacter asaccharolyticus,0.04138252912106581,0.03983726804454378,-0.007673191976580835,142.4,137.0,76,10,0,10,0.0,0.04177359709498368,0.014620758983244287,139
All,LASSO,PA_Roseburia hominis,PA,Roseburia hominis,0.041164619878835663,0.035666122698075474,-0.0017897581500651266,136.3,145.5,48,10,0,10,0.0,0.04155362859422906,0.01454377000798017,140
All,LASSO,rCLR_Oscillibacter sp. CAG:241,rCLR,Oscillibacter sp. CAG:241,0.04102181780757162,0.030312995227746727,0.002942825542089114,143.9,153.0,58,10,0,10,0.0,0.041409477032784824,0.014493316961474687,141
All,LASSO,rCLR_Eubacterium sp. CAG:274,rCLR,Eubacterium sp. CAG:274,0.04074771699416048,0.024688016416955748,-0.0029560649995810694,135.4,150.5,73,10,0,10,0.0,0.04113278594632787,0.014396475081214753,142
All,LASSO,PA_Paraprevotella xylaniphila,PA,Paraprevotella xylaniphila,0.040718399235092004,0.05218356346072314,-0.002037534839071199,139.2,127.5,106,10,0,10,0.0,0.04110319113225859,0.014386116896290506,143
All,LASSO,rCLR_Bacteroides eggerthii,rCLR,Bacteroides eggerthii,0.04028226260243688,0.036615204121081144,-0.010187495803314354,139.0,133.5,82,10,0,10,0.0,0.04066293297603044,0.014232026541610654,144
All,LASSO,PA_Bacteroides xylanisolvens,PA,Bacteroides xylanisolvens,0.03999619497552366,0.030244088903725576,-0.0051866340668914246,144.4,148.0,80,10,0,10,0.0,0.04037416198879497,0.014130956696078239,145
All,LASSO,rCLR_Gordonibacter pamelaeae,rCLR,Gordonibacter pamelaeae,0.03978277456101032,0.030835174734026496,0.00641353746159269,151.7,149.5,45,10,0,10,0.0,0.04015872473551249,0.014055553657429372,146
All,LASSO,rCLR_Firmicutes bacterium CAG:145,rCLR,Firmicutes bacterium CAG:145,0.03969483567387698,0.016473339875837646,-0.0063822203781013585,162.5,167.5,26,10,0,10,0.0,0.040069954819364,0.014024484186777398,147
All,LASSO,PA_Blautia obeum,PA,Blautia obeum,0.03955597918565974,0.03551389732173503,-0.0012161799186370897,140.7,133.0,74,10,0,10,0.0,0.039929786127019425,0.013975425144456797,148
All,LASSO,rCLR_Blautia sp. CAG:257,rCLR,Blautia sp. CAG:257,0.03873301096901513,0.02300365801050222,-0.006925902785428535,141.0,157.0,64,10,0,10,0.0,0.03909904079960083,0.01368466427986029,149
All,LASSO,PA_Agathobaculum butyriciproducens,PA,Agathobaculum butyriciproducens,0.038519764671225205,0.021623534149072202,0.006593777425068799,153.5,160.0,38,10,0,10,0.0,0.03888377930845773,0.013609322757960205,150
All,LASSO,PA_Ruminococcus bicirculans,PA,Ruminococcus bicirculans,0.037894408225090805,0.04155812904408465,-0.001710679106209333,139.2,137.0,94,10,0,10,0.0,0.03825251319745846,0.013388379619110461,151
All,LASSO,PA_Bacteroides eggerthii,PA,Bacteroides eggerthii,0.036972879463507295,0.027885953412473383,-0.011133311410017116,151.6,150.5,50,10,0,10,0.0,0.03732227592063063,0.01306279657222072,152
All,LASSO,rCLR_Acidaminococcus intestini,rCLR,Acidaminococcus intestini,0.03685360771460107,0.026975672936407902,0.003842012677311637,145.1,152.5,87,10,0,10,0.0,0.037201877044838225,0.013020656965693378,153
All,LASSO,PA_Escherichia coli,PA,Escherichia coli,0.03622400341871962,0.03043605433087883,-0.009818602600656302,145.6,156.5,57,10,0,10,0.0,0.03656632294159628,0.012798213029558697,154
All,LASSO,rCLR_Alistipes shahii,rCLR,Alistipes shahii,0.03621603943352953,0.024536149608196042,0.0077666729001179295,152.9,159.5,75,10,0,10,0.0,0.03655828369615461,0.012795399293654112,155
All,LASSO,PA_Bacteroides stercoris,PA,Bacteroides stercoris,0.03602535934277464,0.023774336533141868,-0.003910534741605962,150.9,160.0,65,10,0,10,0.0,0.03636580166437916,0.012728030582532706,156
All,LASSO,rCLR_Roseburia inulinivorans,rCLR,Roseburia inulinivorans,0.03597269936519173,0.0323672377677898,-0.0009787294199518205,143.9,139.5,70,10,0,10,0.0,0.03631264404609672,0.012709425416133851,157
All,LASSO,PA_Phascolarctobacterium succinatutens,PA,Phascolarctobacterium succinatutens,0.03495737672281464,0.027618424822963627,0.006151726072616983,152.9,156.0,68,10,0,10,0.0,0.035287726529335185,0.012350704285267314,158
All,LASSO,PA_Eubacterium ventriosum,PA,Eubacterium ventriosum,0.03436443553144512,0.033592269524940266,0.003427288999517876,152.8,142.5,95,10,0,10,0.0,0.034689181999665995,0.012141213699883097,159
All,LASSO,rCLR_Klebsiella pneumoniae,rCLR,Klebsiella pneumoniae,0.034268940167568686,0.04003471446286634,0.005461038981567684,144.2,138.5,93,10,0,10,0.0,0.03459278419750792,0.012107474469127771,160
All,LASSO,PA_Bacteroides sp. CAG:144,PA,Bacteroides sp. CAG:144,0.033372624963887106,0.033419526205316186,-0.005634805604967371,144.7,148.5,89,10,0,10,0.0,0.033687998748576954,0.011790799562001934,161
All,LASSO,PA_Phocaeicola dorei,PA,Phocaeicola dorei,0.032715064529776204,0.026862063377330478,-0.003179747706514153,154.1,153.0,83,10,0,10,0.0,0.03302422431952282,0.011558478511832988,162
All,LASSO,rCLR_Enterocloster bolteae,rCLR,Enterocloster bolteae,0.03225375428690258,0.014486724599600707,-0.001374749062211576,153.0,173.5,66,10,0,10,0.0,0.032558554660589815,0.011395494131206435,163
All,LASSO,rCLR_Dorea longicatena,rCLR,Dorea longicatena,0.03200451643316755,0.030783436564713232,0.005333096259069588,146.6,139.0,102,10,0,10,0.0,0.032306961490624626,0.011307436521718619,164
All,LASSO,rCLR_Megamonas funiformis,rCLR,Megamonas funiformis,0.03197828905744508,0.012496420613475535,-0.008067204877461282,158.5,175.5,56,10,0,10,0.0,0.032280486264253526,0.011298170192488733,165
All,LASSO,rCLR_Fusicatenibacter saccharivorans,rCLR,Fusicatenibacter saccharivorans,0.03190112072106657,0.031049901390821276,0.0027906373540605304,151.7,150.5,122,10,0,10,0.0,0.03220258868136449,0.01127090603847757,166
All,LASSO,PA_Alistipes putredinis,PA,Alistipes putredinis,0.03188534124556252,0.0318133984585877,-0.001114239210745106,147.6,150.0,102,10,0,10,0.0,0.03218666008864489,0.01126533103102571,167
All,LASSO,rCLR_Blautia obeum,rCLR,Blautia obeum,0.031472352049888984,0.02343759868803965,0.005385670245520493,158.3,157.5,63,10,0,10,0.0,0.03176976811439711,0.011119418840038987,168
All,LASSO,rCLR_[Eubacterium] rectale,rCLR,[Eubacterium] rectale,0.03141419330424535,0.017261336317882396,0.003823579131729919,152.6,169.5,50,10,0,10,0.0,0.03171105976428735,0.01109887091750057,169
All,LASSO,rCLR_Barnesiella intestinihominis,rCLR,Barnesiella intestinihominis,0.03097249226060675,0.02645270420571529,0.002938177305679808,150.0,157.0,88,10,0,10,0.0,0.03126518461297863,0.01094281461454252,170
All,LASSO,PA_Coprococcus eutactus,PA,Coprococcus eutactus,0.03082167511331846,0.02760364318510008,-0.0071493900181164305,150.8,149.5,81,10,0,10,0.0,0.031112942232446386,0.010889529781356235,171
All,LASSO,PA_Bacteroides cellulosilyticus,PA,Bacteroides cellulosilyticus,0.030681110314900097,0.019384657262416505,0.005205968511747197,155.9,170.0,81,10,0,10,0.0,0.030971049086242396,0.010839867180184837,172
All,LASSO,rCLR_Bacteroides ovatus,rCLR,Bacteroides ovatus,0.03062974476322166,0.021800090495837796,-0.006845743173499529,158.9,164.0,85,10,0,10,0.0,0.030919198126285376,0.010821719344199881,173
All,LASSO,PA_[Ruminococcus] torques,PA,[Ruminococcus] torques,0.029427186583304416,0.020122580023887386,0.006729663199971367,157.7,157.0,90,10,0,10,0.0,0.029705275682246846,0.010396846488786395,174
All,LASSO,rCLR_Parasutterella excrementihominis,rCLR,Parasutterella excrementihominis,0.02840559552715117,0.024184642806405258,-1.7868003867582855e-05,157.7,162.5,98,10,0,10,0.0,0.028674030514733374,0.01003591068015668,175
All,LASSO,rCLR_Phascolarctobacterium succinatutens,rCLR,Phascolarctobacterium succinatutens,0.028404079902206048,0.024951386853281528,-0.008472095550137277,154.1,154.0,98,10,0,10,0.0,0.02867250056701995,0.010035375198456981,176
All,LASSO,PA_Anaerobutyricum hallii,PA,Anaerobutyricum hallii,0.028171121522893396,0.01710960162222252,-0.00017730204330780667,159.9,166.5,89,10,0,10,0.0,0.028437340713719603,0.00995306924980186,177
All,LASSO,rCLR_Bacteroides fragilis,rCLR,Bacteroides fragilis,0.02809029759974615,0.027343273580824855,-0.00016196554893378907,155.9,149.5,103,10,0,10,0.0,0.028355752998495347,0.00992451354947337,178
All,LASSO,rCLR_Holdemanella biformis,rCLR,Holdemanella biformis,0.027925291282550613,0.006782575745847322,0.0029175290092088263,168.8,187.0,49,10,0,10,0.0,0.02818918735934632,0.009866215575771211,179
All,LASSO,PA_Ruthenibacterium lactatiformans,PA,Ruthenibacterium lactatiformans,0.02706400628198504,0.01563482196338099,-0.0009491491290577619,159.1,170.5,61,10,0,10,0.0,0.027319763151552705,0.009561917103043447,180
All,LASSO,PA_Parabacteroides distasonis,PA,Parabacteroides distasonis,0.0265410035831072,0.007384990180266292,-0.01553244379445288,171.4,188.5,29,10,0,10,0.0,0.02679181803832398,0.009377136313413394,181
All,LASSO,rCLR_Clostridium sp. CAG:58,rCLR,Clostridium sp. CAG:58,0.026509407783168504,0.02715587941135368,-0.0039617216675711334,154.5,155.0,121,10,0,10,0.0,0.02675992365572906,0.00936597327950517,182
All,LASSO,rCLR_Bacteroides sp. CAG:144,rCLR,Bacteroides sp. CAG:144,0.025319895805158886,0.016253269972188976,0.0025926284797643216,163.4,170.5,110,10,0,10,0.0,0.0255591707011752,0.008945709745411319,183
All,LASSO,PA_Eubacterium sp. CAG:274,PA,Eubacterium sp. CAG:274,0.025244824271865203,0.013816471106307276,-0.0033552747994352546,165.0,178.5,98,10,0,10,0.0,0.02548338973631589,0.00891918640771056,184
All,LASSO,rCLR_Firmicutes bacterium CAG:83,rCLR,Firmicutes bacterium CAG:83,0.024409735666395333,0.022774575776859395,-0.0007128144187585432,162.5,160.5,102,10,0,10,0.0,0.024640409481497386,0.008624143318524085,185
All,LASSO,rCLR_Bifidobacterium bifidum,rCLR,Bifidobacterium bifidum,0.023683455289950923,0.014110784442047946,0.002508259273042613,172.4,178.0,116,10,0,10,0.0,0.02390726570155046,0.00836754299554266,186
All,LASSO,rCLR_Parabacteroides distasonis,rCLR,Parabacteroides distasonis,0.02333714542198139,0.016580640171500252,0.0016632552756105424,163.1,167.0,109,10,0,10,0.0,0.023557683179606145,0.00824518911286215,187
All,LASSO,PA_Phocaeicola massiliensis,PA,Phocaeicola massiliensis,0.0225928264774081,0.012809332433656326,-0.002183374336882573,166.0,178.0,91,10,0,10,0.0,0.022806330365721692,0.007982215628002592,188
All,LASSO,PA_Bifidobacterium longum,PA,Bifidobacterium longum,0.022073784869460166,0.013934392273704646,0.0007901725076930423,168.3,174.0,118,10,0,10,0.0,0.022282383776026378,0.007798834321609232,189
All,LASSO,PA_Oscillibacter sp. CAG:241,PA,Oscillibacter sp. CAG:241,0.02165508866263899,0.006806527984013378,-0.005878640894594609,172.9,185.5,76,10,0,10,0.0,0.021859730858951713,0.007650905800633099,190
All,LASSO,PA_Acidaminococcus intestini,PA,Acidaminococcus intestini,0.02146891570038478,0.007326581259605111,-0.000259259832958001,175.0,189.0,65,10,0,10,0.0,0.021671798548376038,0.007585129491931613,191
All,LASSO,rCLR_Eubacterium sp. CAG:251,rCLR,Eubacterium sp. CAG:251,0.021137497896069037,0.012581173572162487,0.0017218279341245791,166.9,176.0,102,10,0,10,0.0,0.02133724882119316,0.007468037087417606,192
All,LASSO,rCLR_Phascolarctobacterium faecium,rCLR,Phascolarctobacterium faecium,0.02099592255966646,0.018286227856016194,-0.00016130830253020703,164.4,171.0,126,10,0,10,0.0,0.021194335587345948,0.007418017455571082,193
All,LASSO,PA_Bacteroides finegoldii,PA,Bacteroides finegoldii,0.020520122676393436,0.01099160823491049,0.0004905392878734447,175.9,180.0,94,10,0,10,0.0,0.02071403935983554,0.007249913775942438,194
All,LASSO,PA_Bifidobacterium adolescentis,PA,Bifidobacterium adolescentis,0.020038302838219467,0.015595215536153409,0.0027420331620745934,164.8,171.5,117,10,0,10,0.0,0.020227666288403234,0.007079683200941132,195
All,LASSO,PA_Faecalibacterium prausnitzii,PA,Faecalibacterium prausnitzii,0.01957966603061402,0.011252536266647722,-0.008626897566639858,174.6,184.0,86,10,0,10,0.0,0.019764695328900263,0.006917643365115092,196
All,LASSO,rCLR_Streptococcus parasanguinis,rCLR,Streptococcus parasanguinis,0.019178618135026908,0.0047409447358471805,0.0028699170586193304,175.0,191.0,72,10,0,10,0.0,0.019359857500911667,0.0067759501253190834,197
All,LASSO,PA_Holdemanella biformis,PA,Holdemanella biformis,0.019042630279076683,0.007681772459225007,-0.0015318176312969104,175.1,187.0,114,10,0,10,0.0,0.019222584549622095,0.006727904592367733,198
All,LASSO,rCLR_[Ruminococcus] gnavus,rCLR,[Ruminococcus] gnavus,0.018886115133070414,0.007853822072079082,0.006596403726528037,173.5,187.0,108,10,0,10,0.0,0.019064590323860767,0.006672606613351268,199
All,LASSO,rCLR_Escherichia coli,rCLR,Escherichia coli,0.018801657676249087,0.01237838647145944,-0.0014687472762256466,175.8,179.5,124,10,0,10,0.0,0.018979334737799326,0.0066427671582297634,200
All,LASSO,rCLR_Phocaeicola massiliensis,rCLR,Phocaeicola massiliensis,0.018718134052095246,0.013154008071232135,0.001821627109314843,176.9,177.0,100,10,0,10,0.0,0.01889502180919344,0.006613257633217703,201
All,LASSO,rCLR_Prevotella copri,rCLR,Prevotella copri,0.0180004869147193,0.005444307959728119,0.001839894807968694,175.7,189.0,81,10,0,10,0.0,0.018170592853065416,0.006359707498572896,202
All,LASSO,rCLR_Bifidobacterium adolescentis,rCLR,Bifidobacterium adolescentis,0.01795928424113414,0.01473151658687108,-0.0005510475680579551,173.1,178.0,122,10,0,10,0.0,0.01812900081115451,0.006345150283904078,203
All,LASSO,rCLR_Alistipes putredinis,rCLR,Alistipes putredinis,0.017327799112142692,0.017855384188395364,0.00029610311338074125,170.7,163.5,142,10,0,10,0.0,0.017491548100789983,0.006122041835276494,204
All,LASSO,rCLR_Oscillibacter sp. 57_20,rCLR,Oscillibacter sp. 57_20,0.017016598082048206,0.006184771613482529,0.003637181522961277,177.6,188.0,118,10,0,10,0.0,0.01717740619784637,0.006012092169246229,205
All,LASSO,PA_Adlercreutzia equolifaciens,PA,Adlercreutzia equolifaciens,0.01658030568045183,0.0,-0.004073798504251813,183.1,203.5,53,10,0,10,0.0,0.01673699080064891,0.0058579467802271174,206
All,LASSO,PA_Dialister invisus,PA,Dialister invisus,0.015933872784764845,0.01692677613467921,-0.0002450759220851261,175.8,172.0,124,10,0,10,0.0,0.01608444906608331,0.005629557173129158,207
All,LASSO,rCLR_[Ruminococcus] lactaris,rCLR,[Ruminococcus] lactaris,0.015348624294177538,0.009562025428726018,-0.0024410662910751843,177.2,186.0,111,10,0,10,0.0,0.015493669933790104,0.0054227844768265365,208
All,LASSO,rCLR_Bifidobacterium longum,rCLR,Bifidobacterium longum,0.015134023610584366,0.00942018003786012,0.001323108774041452,176.3,188.5,110,10,0,10,0.0,0.015277041257797322,0.0053469644402290625,209
All,LASSO,rCLR_Bacteroides salyersiae,rCLR,Bacteroides salyersiae,0.014950456095963191,0.013169203286702302,0.0002529058316723859,176.0,175.5,138,10,0,10,0.0,0.015091739016528338,0.0052821086557849175,210
All,LASSO,rCLR_Coprobacter fastidiosus,rCLR,Coprobacter fastidiosus,0.014254024364610119,0.0017021261136638804,0.003187341294153638,185.8,205.5,127,10,0,10,0.0,0.0143887259535859,0.005036054083755064,211
All,LASSO,rCLR_Veillonella atypica,rCLR,Veillonella atypica,0.012191653651456568,0.0056432848905111285,0.0025052488076843034,186.3,194.0,146,10,0,10,0.0,0.012306865684008645,0.004307402989403026,212
All,LASSO,rCLR_Eubacterium sp. CAG:180,rCLR,Eubacterium sp. CAG:180,0.01067790012174519,0.0028917796436084614,6.447450608935852e-05,185.3,197.0,108,10,0,10,0.0,0.010778807071006117,0.0037725824748521407,213
All,LASSO,rCLR_Desulfovibrio piger,rCLR,Desulfovibrio piger,0.01034266769346705,0.0056183556565249804,0.0027247869242457553,184.3,189.0,148,10,0,10,0.0,0.010440406671381066,0.003654142334983373,214
All,LASSO,rCLR_Adlercreutzia equolifaciens_1,rCLR,Adlercreutzia equolifaciens_1,0.005240146939560528,0.0,-0.00040831814000966675,196.8,212.5,148,10,0,10,0.0,0.005289666717355904,0.0018513833510745662,215
All,LASSO,PA_Fusicatenibacter saccharivorans,PA,Fusicatenibacter saccharivorans,0.004890500925345506,0.00035198315597173677,0.0001301916486957798,194.4,201.0,171,10,0,10,0.0,0.004936716522336284,0.0017278507828176993,216
