feature,species,group_a,group_b,n_group_a,n_group_b,n_blocks,blocks,z,p_value,median_group_a,median_group_b,median_difference_a_minus_b,direction,comparison,test,blocking_variable,filter_sex,filter_condition,note,p_adj_BH,significant_FDR_0_05
rCLR_Ruminococcus bromii,Ruminococcus bromii,CRC,Adenoma,413,209,5,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;YachidaS_2019;ZellerG_2014,0.013083732029287096,0.989560990048989,0.0,0.0,0.0,no_median_difference,CRC_vs_Adenoma,van_elteren_blocked_wilcoxon,Study,,,ok,0.998896471087187,False
rCLR_Parabacteroides distasonis,Parabacteroides distasonis,CRC,Adenoma,413,209,5,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;YachidaS_2019;ZellerG_2014,0.0,1.0,1.3991929378777708,0.535900551780591,0.8632923860971797,higher_in_CRC,CRC_vs_Adenoma,van_elteren_blocked_wilcoxon,Study,,,ok,1.0,False
rCLR_Paraprevotella xylaniphila,Paraprevotella xylaniphila,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-2.9665634803682854,0.003011481860028274,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.18566724349921598,False
rCLR_Dorea formicigenerans,Dorea formicigenerans,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,2.89297899214802,0.003816068201523005,0.0332256518713798,0.0,0.0332256518713798,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.18566724349921598,False
rCLR_[Ruminococcus] torques,[Ruminococcus] torques,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,2.7940263518260307,0.0052056236495107286,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.18566724349921598,False
rCLR_Streptococcus thermophilus,Streptococcus thermophilus,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-2.538343868678943,0.011137848765388425,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.2979374544741404,False
rCLR_Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,2.4556993319024807,0.014061074719254855,-0.0779354935696525,-0.7060731754646964,0.6281376818950439,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.3009069989920539,False
rCLR_Collinsella aerofaciens,Collinsella aerofaciens,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,2.088102403607748,0.036788598288493346,1.077392941148039,0.9760473649548989,0.10134557619314011,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6560633361447981,False
rCLR_Methanobrevibacter smithii,Methanobrevibacter smithii,CRC,Control,239,282,9,FengQ_2015;HanniganGD_2017;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.8875434893964749,0.05908726268883699,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Lachnospira pectinoschiza,Lachnospira pectinoschiza,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.8681865690768218,0.061736070216041855,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Anaerostipes hadrus,Anaerostipes hadrus,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.85493584463596,0.06360538856677149,0.516836364143043,0.927370972419243,-0.41053460827620003,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Bacteroides stercoris,Bacteroides stercoris,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.8261612755899557,0.06782597249069167,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Coprobacter fastidiosus,Coprobacter fastidiosus,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.7603004217694465,0.07835688271077591,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Bacteroides fragilis,Bacteroides fragilis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.7304437510777926,0.08355102275841296,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Coprococcus catus,Coprococcus catus,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.6612844137673772,0.09665633883496987,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Firmicutes bacterium CAG:145,Firmicutes bacterium CAG:145,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.6445478188387466,0.10006309529753202,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Bifidobacterium adolescentis,Bifidobacterium adolescentis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.5927428419671528,0.11121789235047762,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Bacteroides caccae,Bacteroides caccae,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.578806372046515,0.11438047659532996,0.348635246857468,0.0,0.348635246857468,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Alistipes finegoldii,Alistipes finegoldii,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.5529216822734462,0.12044184612158644,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Clostridium sp. CAG:58,Clostridium sp. CAG:58,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.525178583422627,0.12721456085774233,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Proteobacteria bacterium CAG:139,Proteobacteria bacterium CAG:139,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.5223231197616038,0.12792813780766366,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.4940661097651082,0.13515834086686915,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Flavonifractor plautii,Flavonifractor plautii,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.4863967266421445,0.137174215141026,0.0,-0.109358632166439,0.109358632166439,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Streptococcus salivarius,Streptococcus salivarius,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.464939286575173,0.14293748297679787,-0.8863675442220276,-0.4831914600310703,-0.4031760841909573,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6951959399326079,False
rCLR_Phocaeicola coprocola,Phocaeicola coprocola,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.4394740572038647,0.15001625512261452,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.6979017086139023,False
rCLR_Parabacteroides distasonis,Parabacteroides distasonis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.3771415353298377,0.16846849326979496,1.2857888643747115,0.7803428334199145,0.505446030954797,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.7510886991611692,False
rCLR_Parvimonas micra,Parvimonas micra,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.3198281428198613,0.1868924031538789,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.7998994854986017,False
rCLR_Desulfovibrio piger,Desulfovibrio piger,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.2640809098594845,0.20620098779339557,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.848596372842051,False
rCLR_[Ruminococcus] lactaris,[Ruminococcus] lactaris,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.2315430227616906,0.21811983603421992,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8644008316911679,False
rCLR_Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.1716283783456527,0.24134628942632952,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.1624577747293856,0.24504956698342362,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Streptococcus parasanguinis,Streptococcus parasanguinis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.1464428975660739,0.2516119416338556,-0.8697161015993402,-0.7208807482542329,-0.14883535334510734,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.119791179225831,0.26280275902004036,0.9549473576183064,0.2508100681891166,0.7041372894291897,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Alistipes inops,Alistipes inops,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.1073005815037913,0.26816399302058835,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Parabacteroides merdae,Parabacteroides merdae,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,1.0803800546795659,0.27997297390186693,0.667898622240513,0.0,0.667898622240513,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Eubacterium ventriosum,Eubacterium ventriosum,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-1.059067454135376,0.28956906075166644,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Anaerobutyricum hallii,Anaerobutyricum hallii,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.9698195475401347,0.3321364474850983,-0.0002477878591893,0.0,-0.0002477878591893,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.9646368493265091,0.33472673581187506,0.8313440151046941,0.9047063940957744,-0.07336237899108022,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.9289729468698308,0.35290310659123547,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.9183398052387292,0.35844099402018437,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Eggerthella lenta,Eggerthella lenta,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.9122345819410371,0.36164524306358414,-0.5647522758888598,-0.4448993943147238,-0.11985288157413598,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.8868829349590407,0.37514193016467245,2.4619031635848283,2.679169844515793,-0.2172666809309649,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Bacteroides uniformis,Bacteroides uniformis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.8850575706135356,0.37612558185441614,2.598744891447362,2.5330373500435903,0.06570754140377177,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Phocaeicola vulgatus,Phocaeicola vulgatus,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.8469992981180305,0.3969955126685075,2.571256746600866,2.5162761460110525,0.054980600589813466,higher_in_CRC,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Phocaeicola dorei,Phocaeicola dorei,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.8379742021465677,0.40204519248422055,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.8338172683791185,0.40438396287605627,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_[Eubacterium] siraeum,[Eubacterium] siraeum,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.8155281214115344,0.41477007440516156,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Phascolarctobacterium faecium,Phascolarctobacterium faecium,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7954632791901831,0.4263440632003592,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Dorea longicatena,Dorea longicatena,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7855078736883513,0.43215585571213344,0.4451730979353565,0.4842363421520388,-0.039063244216682336,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Ruminococcus bromii,Ruminococcus bromii,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7703893150450964,0.4410689897012222,0.0,0.1753791965085797,-0.1753791965085797,higher_in_Control,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Phocaeicola massiliensis,Phocaeicola massiliensis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.7587443490540502,0.4480055017570047,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.7496526228205661,0.45346394854939753,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Oscillibacter sp. 57_20,Oscillibacter sp. 57_20,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.7462394359865526,0.45552278956840586,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Barnesiella intestinihominis,Barnesiella intestinihominis,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7299222232858882,0.46543772734279065,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Oscillibacter sp. CAG:241,Oscillibacter sp. CAG:241,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7234957391515524,0.4693753708958037,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Megamonas funiformis,Megamonas funiformis,CRC,Control,238,276,9,FengQ_2015;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7206157610788269,0.47114595396379844,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_[Ruminococcus] gnavus,[Ruminococcus] gnavus,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,0.7074793258947666,0.4792686559622312,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.6925425952362001,0.4885966459697648,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
rCLR_Prevotella copri,Prevotella copri,CRC,Control,245,293,10,FengQ_2015;HanniganGD_2017;ThomasAM_2018a;ThomasAM_2018b;ThomasAM_2019_c;VogtmannE_2016;WirbelJ_2018;YachidaS_2019;YuJ_2015;ZellerG_2014,-0.681020673312781,0.4958584093800036,0.0,0.0,0.0,no_median_difference,CRC_vs_Control_Female,van_elteren_blocked_wilcoxon,Study,Female,,ok,0.8955669649643254,False
